"morandin.ogg","module","blast2GOannotation"
"EOG7CKC1Z",21,"Bromodomain-containing protein 2"
"EOG7CKC28",21,"hypothetical protein SINV_02757"
"EOG7CS3J0",21,"Inositol polyphosphate 5-phosphatase OCRL-1"
"EOG7CS3JD",21,"hypothetical protein G5I_09553"
"EOG7CVZRT",21,"Tensin"
"EOG7CVZSG",21,"hypothetical protein SINV_02534"
"EOG7D5KGZ",21,"Meckel syndrome type 1 protein"
"EOG7D8FQH",21,"hypothetical protein SINV_11346"
"EOG7D8FQS",21,"Glutamate decarboxylase"
"EOG7DG66G",21,"Src kinase-associated phosphoprotein 2-B"
"EOG7DG66Q",21,"hypothetical protein SINV_14151"
"EOG7DG66S",21,"Immunoglobulin superfamily containing leucine-rich repeat protein"
"EOG7DK2FC",21,"hypothetical protein SINV_12530"
"EOG7DK2FR",21,"hypothetical protein SINV_07981"
"EOG7DNXPP",21,"hypothetical protein SINV_10456"
"EOG7DRSX5",21,"Atrial natriuretic peptide receptor A"
"EOG7DRSXB",21,"hypothetical protein SINV_80172"
"EOG7DRSXD",21,"Calcium-activated potassium channel slowpoke"
"EOG7DVP53",21,"ADP-ribosylation factor 6"
"EOG7DZJD9",21,"Monocarboxylate transporter 10"
"EOG7DZJDW",21,"Mps one binder kinase activator-like 2"
"EOG7FC1BP",21,"Nuclear pore complex protein Nup98-Nup96"
"EOG7FJRTK",21,"hypothetical protein G5I_03899"
"EOG7FNN2G",21,"Tyrosine-protein phosphatase Lar"
"EOG7FNN2K",21,"Bumetanide-sensitive sodium-(potassium)-chloride cotransporter"
"EOG7FNN2M",21,"PREDICTED: actin-binding LIM protein 2-like isoform X6"
"EOG7FNN32",21,"hypothetical protein SINV_07030"
"EOG7FNN3F",21,"Mothers against decapentaple c-like protein 6"
"EOG7FRH9M",21,"hypothetical protein SINV_07621"
"EOG7FRHB3",21,"hypothetical protein EAG_05936"
"EOG7FVCJM",21,"Bromo adjacent-like proteiny domain-containing 1 protein"
"EOG7FZ7SR",21,"hypothetical protein G5I_09476"
"EOG7G5087",21,"Brain-specific an ogenesis inhibitor 1-associated protein 2"
"EOG7G508N",21,"hypothetical protein SINV_03510"
"EOG7G508S",21,"hypothetical protein SINV_07205"
"EOG7GBQR9",21,"Nuclear RNA export factor 1"
"EOG7GBQRN",21,"hypothetical protein SINV_12857"
"EOG7GJG6Z",21,"hypothetical protein EAG_13874"
"EOG7GJG73",21,"FCH domain only protein 2"
"EOG7GJG79",21,"PAB-dependent poly(A)-specific ribonuclease subunit 3"
"EOG7GNBFR",21,"Fibrillin-2"
"EOG7GR6QS",21,"hypothetical protein EAI_09447"
"EOG7GV2XV",21,"hypothetical protein SINV_02654"
"EOG7GV2Z1",21,"hypothetical protein SINV_14535"
"EOG7GXZ5V",21,"Coronin-2A"
"EOG7H1TDM",21,"hypothetical protein SINV_11666"
"EOG7H1TDQ",21,"Protein dpy-19"
"EOG7H4PNV",21,"PREDICTED: hypothetical protein LOC100648571"
"EOG7H7JWC",21,"hypothetical protein SINV_08572"
"EOG7H7JWG",21,"Alpha-mannosidase 2"
"EOG7H7JWM",21,"hypothetical protein SINV_13368"
"EOG7HBF47",21,"hypothetical protein SINV_07588"
"EOG7HBF4C",21,"hypothetical protein SINV_05752"
"EOG7HBF4M",21,"Scavenger receptor class B member 1"
"EOG7HBF5G",21,"hypothetical protein EAI_10058"
"EOG7HF9CF",21,"Probable multidrug resistance-associated protein lethal(2)03659"
"EOG7HF9DB",21,"PREDICTED: uncharacterized protein LOC102681049 isoform X3"
"EOG7HQX34",21,"TBC1 domain family member 22B"
"EOG7HQX35",21,"Leucine-rich repeat and WD repeat-containing protein"
"EOG7HQX3B",21,"hypothetical protein SINV_09119"
"EOG7HQX44",21,"Broad complex zinc finger domain-Z2 isoform"
"EOG7HXNJX",21,"Serine/threonine-protein kinase DCLK2"
"EOG7HXNK7",21,"Solute carrier family 22 member 21"
"EOG7J1HTD",21,"hypothetical protein SINV_14041"
"EOG7J4D25",21,"DNA polymerase epsilon subunit 2"
"EOG7J4D2B",21,"Alcohol dehydrogenase class-3"
"EOG7J788N",21,"hypothetical protein SINV_04884"
"EOG7JF0RK",21,"Mitogen-activated protein kinase kinase kinase"
"EOG7JF0RP",21,"hypothetical protein EAG_01495"
"EOG7JF0S8",21,"hypothetical protein SINV_07027"
"EOG7JQMG9",21,"hypothetical protein SINV_10605"
"EOG7JQMGH",21,"Catenin delta-2"
"EOG7JXBZC",21,"Protogenin"
"EOG7JXBZQ",21,"hypothetical protein SINV_05375"
"EOG7JXC00",21,"hypothetical protein SINV_15907"
"EOG7K176B",21,"hypothetical protein SINV_01233"
"EOG7K43F3",21,"hypothetical protein SINV_80789"
"EOG7K9TX2",21,"Tubulin-specific chaperone D"
"EOG7K9TX3",21,"PREDICTED: receptor-type tyrosine-protein phosphatase alpha-like isoform X1"
"EOG7KDQ56",21,"hypothetical protein SINV_12558"
"EOG7KMFMW",21,"Paired amphipathic helix protein Sin3a"
"EOG7KMFN1",21,"Dystrobrevin beta"
"EOG7KMFN7",21,"Ceramide kinase"
"EOG7KMFNC",21,"Lipoyltransferase1,mitochondrial"
"EOG7KQ9W6",21,"Phosphatidylcholine:ceramide cholinephosphotransferase 1"
"EOG7KT63W",21,"hypothetical protein SINV_14716"
"EOG7KX2BM",21,"Vitellogenin"
"EOG7KX2BN",21,"PREDICTED: slit homolog 2 protein"
"EOG7M0XKT",21,"Heterogeneous nuclear ribonucleoprotein Q"
"EOG7M3SV6",21,"hypothetical protein SINV_06265"
"EOG7M6P2B",21,"hypothetical protein SINV_04571"
"EOG7MDDJ8",21,"S1 RNA-binding domain-containing protein 1"
"EOG7MH8SF",21,"An otensin-converting enzyme"
"EOG7MH8SH",21,"MAP kinase-interacting serine/threonine-protein kinase 1"
"EOG7MM518",21,"Uncharacterized protein C1orf198"
"EOG7MM51B",21,"hypothetical protein SINV_02779"
"EOG7MQ17X",21,"Uncharacterized protein"
"EOG7MQ181",21,"hypothetical protein SINV_13123"
"EOG7MQ18K",21,"Transmembrane protein 20"
"EOG7MWRR1",21,"Vinculin"
"EOG7MWRR2",21,"hypothetical protein SINV_11855"
"EOG7N0MZQ",21,"hypothetical protein SINV_01905"
"EOG7N3H6R",21,"Ubiquitin carboxyl-terminal hydrolase 33"
"EOG7N3H6X",21,"Coiled-coil domain-containing protein 42-like protein"
"EOG7N6CFW",21,"hypothetical protein SINV_05215"
"EOG7N6CGQ",21,"hypothetical protein SINV_06062"
"EOG7N97PR",21,"hypothetical protein SINV_03066"
"EOG7N97PZ",21,"Aminopeptidase N"
"EOG7ND3XR",21,"Zinc finger protein GLIS2-like protein"
"EOG7ND3XV",21,"N-acetyllactosaminidebeta-1,3-N-acetylglucosaminyltransferase"
"EOG7NKVDJ",21,"Polyadenylate-binding protein 1"
"EOG7NSKWM",21,"Xenotropic and polytropic retrovirus receptor 1"
"EOG7P0BCQ",21,"Nuclear hormone receptor FTZ-F1"
"EOG7P62V0",21,"hypothetical protein SINV_00703"
"EOG7P62V4",21,"hypothetical protein SINV_80034"
"EOG7P62VR",21,"PREDICTED: hypothetical protein LOC100648747"
"EOG7P8Z31",21,"hypothetical protein SINV_12911"
"EOG7PCT9X",21,"hypothetical protein SINV_09726"
"EOG7PCTB0",21,"E3 ubiquitin-protein ligase MIB2"
"EOG7PGPJS",21,"hypothetical protein SINV_10882"
"EOG7PGPK1",21,"DnaJ-like protein subfamily C member 21"
"EOG7PGPK5",21,"Mannosyl-oligosaccharidealpha-1,2-mannosidaseisoformB"
"EOG7PKJSW",21,"Mothers against decapentaple c-like protein 4"
"EOG7PKJT5",21,"hypothetical protein SINV_07255"
"EOG7PPF1Q",21,"Fibrillin-2"
"EOG7PS98S",21,"hypothetical protein EAG_07016"
"EOG7PS999",21,"Rhythmically expressed gene 5 protein"
"EOG7PW5HJ",21,"Insulin-degrading enzyme"
"EOG7PW5HK",21,"TBC1 domain family member 25"
"EOG7Q01RF",21,"hypothetical protein SINV_04653"
"EOG7Q01RG",21,"hypothetical protein SINV_02924"
"EOG7Q01SG",21,"PREDICTED: protein translation factor SUI1 homolog"
"EOG7Q2X12",21,"Forkhead box protein L2"
"EOG7QCHQ7",21,"hypothetical protein SINV_08548"
"EOG7QK86B",21,"hypothetical protein SINV_06116"
"EOG7QP4F0",21,"Heterogeneous nuclear ribonucleoprotein H2"
"EOG7QP4FD",21,"hypothetical protein SINV_03107"
"EOG7QS0P0",21,"hypothetical protein SINV_04656"
"EOG7QS0PF",21,"tRNAmodificationGTPaseGTPBP3,mitochondrial"
"EOG7QVVWS",21,"RRP12-like protein"
"EOG7QZR5P",21,"hypothetical protein SINV_04967"
"EOG7R5GN3",21,"Ubiquitin-conjugating enzyme E2 Q1"
"EOG7R8BVM",21,"Uncharacterized protein KIAA1267"
"EOG7R8BVV",21,"hypothetical protein SINV_03108"
"EOG7R8BVZ",21,"Sorting nexin-8"
"EOG7RG3BC",21,"insulin receptor-2"
"EOG7RG3BF",21,"Staphylococcal nuclease domain-containing protein 1"
"EOG7RG3BN",21,"Amyloid protein-binding protein 2"
"EOG7RG3BP",21,"hypothetical protein SINV_00824"
"EOG7RJZK9",21,"Large proline-rich protein BAT2"
"EOG7RJZMM",21,"Lontudinalslackingprotein,isoformG"
"EOG7RRQ23",21,"Protocadherin-15"
"EOG7RRQ29",21,"Cirhin"
"EOG7RZFJ0",21,"Dystrophin"
"EOG7RZFJ6",21,"potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2"
"EOG7RZFJ8",21,"Tetratricopeptide repeat protein 27"
"EOG7S29S0",21,"hypothetical protein SINV_12807"
"EOG7S5610",21,"Probable phospholipid-transporting ATPase ID"
"EOG7S561B",21,"Usher syndrome type-1G protein-like protein"
"EOG7S828B",21,"Tubby protein-like protein"
"EOG7SBXGR",21,"PR domain zinc finger protein 4"
"EOG7SBXGX",21,"PREDICTED:uncharacterizedproteinCG43427-like,partial"
"EOG7SBXH1",21,"Maternal protein pumilio"
"EOG7SJP01",21,"Cytochrome P450 18a1"
"EOG7SJP0G",21,"hypothetical protein G5I_02191"
"EOG7SNJ6W",21,"Activating transcription factor 7-interacting protein 1"
"EOG7SRDFJ",21,"Transmembrane protein 131"
"EOG7SRDFP",21,"Protein O-mannosyltransferase 1"
"EOG7T4WD6",21,"PREDICTED: poly(U)-binding-splicing factor half pint-like"
"EOG7TJCCV",21,"hypothetical protein G5I_02860"
"EOG7TN7M5",21,"Set1/Ash2 histone methyltransferase complex subunit ASH2"
"EOG7TN7M8",21,"Solute carrier family 41 member 1"
"EOG7TR3V0",21,"Rap1 GTPase-activating protein 1"
"EOG7TR3V3",21,"Nucleolar complex protein 2-like protein"
"EOG7TV02R",21,"Integrator complex subunit 6-A"
"EOG7TXV9R",21,"Protein son of sevenless"
"EOG7TXV9X",21,"Probable beta-hexosaminidase fdl"
"EOG7V1QJM",21,"Protein transport protein Sec16A"
"EOG7V1QJV",21,"hypothetical protein SINV_02878"
"EOG7V1QJW",21,"hypothetical protein SINV_01782"
"EOG7V4KSG",21,"VWFA and cache domain-containing protein 1"
"EOG7V4KSW",21,"hypothetical protein SINV_00178"
"EOG7VBB8F",21,"Laminin subunit beta-1"
"EOG7VBB94",21,"Protein cortex"
"EOG7VJ2RF",21,"RING finger protein unkempt"
"EOG7VMZ09",21,"Large proline-rich protein BAT3"
"EOG7VMZ0M",21,"Putative N-acetylglucosamine-6-phosphate deacetylase"
"EOG7VXJQ0",21,"Carboxypeptidase D"
"EOG7VXJQ7",21,"Ataxin-2-like protein"
"EOG7W1DXS",21,"E3 ubiquitin-protein ligase HUWE1"
"EOG7W1DZ0",21,"Protein ECT2"
"EOG7W75FF",21,"Transmembrane protein 120-like protein"
"EOG7W75FR",21,"PREDICTED:UPF0047proteinC4A8.02c-like,partial"
"EOG7WB1P8",21,"T-complex protein 1 subunit epsilon"
"EOG7WDWWV",21,"hypothetical protein SINV_16475"
"EOG7WHS4J",21,"E3 ubiquitin-protein ligase HECTD1"
"EOG7WHS52",21,"hypothetical protein SINV_14205"
"EOG7WMNCG",21,"RING finger protein 160"
"EOG7WMND0",21,"UPF0526 protein"
"EOG7WMND2",21,"Protein escargot"
"EOG7WQHMB",21,"Lysyl oxidase-like protein 4"
"EOG7WTCVP",21,"hypothetical protein SINV_00962"
"EOG7WTCVR",21,"Zinc finger protein ZPR1"
"EOG7WTCW1",21,"PREDICTED: E3 ubiquitin-protein ligase RNF25-like"
"EOG7WX83F",21,"Tyrosine kinase receptor Cad96Ca"
"EOG7WX842",21,"Group 3 secretory phospholipase A2"
"EOG7WX843",21,"hypothetical protein SINV_12171"
"EOG7X14B5",21,"Myb-binding protein 1A"
"EOG7X14B9",21,"hypothetical protein SINV_11494"
"EOG7X14C1",21,"hypothetical protein EAG_14228"
"EOG7X40KN",21,"Proton-coupled amino acid transporter 1"
"EOG7X6VT4",21,"carbamoylphosphate synthetase/aspartate transcarbamylase/dihydroorotase"
"EOG7X6VTB",21,"E3 ubiquitin-protein ligase Topor"
"EOG7X9R20",21,"Bullouspemphigoidantigen1,isoforms6/9/10"
"EOG7XHGJ6",21,"PREDICTED: enhancer of polycomb homolog 1-like"
"EOG7XMBRQ",21,"Neuroblastoma-amplified gene protein"
"EOG7XMBRR",21,"Xanthine dehydrogenase/oxidase"
"EOG7XQ714",21,"PREDICTED: lon tudinals lacking protein-like isoform 1"
"EOG7XT37T",21,"C-jun-amino-terminal kinase-interacting protein 3"
"EOG7XT37W",21,"Rho GTPase-activating protein 26"
"EOG7XWZGR",21,"hypothetical protein SINV_04173"
"EOG7Z0TQD",21,"PREDICTED: protein purity of essence-like"
"EOG7Z6K69",21,"Dedicator of cytokinesis protein 1"
"EOG7Z6K71",21,"hypothetical protein SINV_06060"
"EOG7Z9FFC",21,"ADAM 17-like protease"
"EOG7Z9FFK",21,"hypothetical protein SINV_10327"
"EOG7ZH5XR",21,"hypothetical protein SINV_11244"
"EOG7ZPXDC",21,"Wee1-like protein kinase"
"EOG7ZSSN5",21,"Actin-like protein 6A"
"EOG7ZSSP4",21,"hypothetical protein SINV_14308"
"EOG7ZWNVV",21,"hypothetical protein SINV_07929"
"EOG7068KT",22,"Protein transport protein Sec61 subunit gamma"
"EOG70GW93",22,"hypothetical protein EAG_00605"
"EOG7133QT",22,"hypothetical protein SINV_13159"
"EOG71CQFC",22,"Pseudohemocyanin-1"
"EOG71KFX9",22,"Trafficking protein particle complex subunit 3"
"EOG71W2N0",22,"A disintegrin and metalloproteinase with thrombospondin motifs"
"EOG722T3J",22,"Serine/threonine-protein kinase mig-15"
"EOG728JKF",22,"Ankyrin repeat domain-containing protein 17"
"EOG73RM61",22,"Protein FAM117B"
"EOG74NFBM",22,"hypothetical protein SINV_03916"
"EOG74R9K1",22,"Signal recognition particle 9 kDa protein"
"EOG75BJ0W",22,"PREDICTED: hypothetical protein LOC100650414"
"EOG75N4QM",22,"26S protease regulatory subunit S10B"
"EOG761MNZ",22,"hypothetical protein SINV_13796"
"EOG76TKKJ",22,"eukaryoticreleasefactor1,isoformH"
"EOG76TKKM",22,"Serolo cally defined colon cancer antigen 8"
"EOG77MJGP",22,"Afadin"
"EOG77MJH0",22,"PREDICTED: negative elongation factor B-like"
"EOG77QDRF",22,"hypothetical protein SINV_08374"
"EOG786RZ8",22,"hypothetical protein SINV_09075"
"EOG79D6SJ",22,"Zinc finger protein 585A"
"EOG79H31Q",22,"hypothetical protein SINV_03513"
"EOG79SPRR",22,"hypothetical protein SINV_02532"
"EOG79SPS6",22,"hypothetical protein SINV_01036"
"EOG79WK08",22,"Protein transport protein Sec24B"
"EOG7B91Z3",22,"WD repeat-containing protein 48"
"EOG7B91ZG",22,"60S ribosomal protein L27"
"EOG7BSD4J",22,"NADPH oxidase 5"
"EOG7D2Q7V",22,"WD repeat-containing protein 60"
"EOG7DK2FB",22,"Myosin-XVIIIa"
"EOG7DK2G3",22,"Dual specificity protein phosphatase 10"
"EOG7DVP5K",22,"hypothetical protein SINV_15665"
"EOG7DZJD8",22,"Polyhomeotic-like protein 2"
"EOG7F854N",22,"hypothetical protein SINV_01605"
"EOG7FNN39",22,"Mitochondrial carrier-like protein 2"
"EOG7G241V",22,"WD repeat-containing protein 82"
"EOG7G7VHC",22,"hypothetical protein SINV_13823"
"EOG7GFM0J",22,"hypothetical protein DAPPUDRAFT_308639"
"EOG7GV2ZG",22,"hypothetical protein SINV_00038"
"EOG7HJ5MB",22,"hypothetical protein SINV_00764"
"EOG7JF0SG",22,"hypothetical protein SINV_05994"
"EOG7JHW0N",22,"hypothetical protein SINV_14183"
"EOG7JMR7V",22,"hypothetical protein SINV_04453"
"EOG7JTGQX",22,"Transforming protein p54/c-ets-1"
"EOG7K6ZP5",22,"HEAT repeat-containing protein 2"
"EOG7K6ZPD",22,"Sodium-independent sulfate anion transporter"
"EOG7KDQ55",22,"hypothetical protein SINV_07021"
"EOG7KHKD0",22,"General vesicular transport factor p115"
"EOG7KHKD2",22,"Nucleolar protein 11"
"EOG7M3STS",22,"hypothetical protein SINV_80532"
"EOG7M6P2D",22,"hypothetical protein SINV_01613"
"EOG7M6P2J",22,"hypothetical protein SINV_80235"
"EOG7MQ188",22,"hypothetical protein SINV_09646"
"EOG7MWRR0",22,"hypothetical protein SINV_09742"
"EOG7N0N03",22,"Tyrosine-protein kinase Btk29A"
"EOG7ND3XN",22,"hypothetical protein SINV_16485"
"EOG7NKVDQ",22,"hypothetical protein SINV_00436"
"EOG7NPQP1",22,"Phosphatidylinositol-specific phospholipase C X domain-containing protein 3"
"EOG7PGPK4",22,"Lethal(2)neighbour of tid protein"
"EOG7PGPKH",22,"Uncharacterized protein C16orf68"
"EOG7PPF1T",22,"hypothetical protein SINV_07643"
"EOG7PS9B1",22,"hypothetical protein EAG_02452"
"EOG7QCHQF",22,"hypothetical protein SINV_07518"
"EOG7QS0P4",22,"PREDICTED: zinc finger protein 135-like"
"EOG7QVVXF",22,"Programmed cell death protein 6"
"EOG7R5GMV",22,"hypothetical protein SINV_80258"
"EOG7RC73J",22,"T-complex protein 1 subunit zeta"
"EOG7RRQ2J",22,"hypothetical protein SINV_01888"
"EOG7SFSR2",22,"hypothetical protein SINV_04832"
"EOG7SJP07",22,"Actin-like protein 87C"
"EOG7SRDG5",22,"hypothetical protein SINV_09055"
"EOG7SV8PP",22,"Bone morphogenetic protein 3"
"EOG7T4WD5",22,"CREB-binding protein"
"EOG7T4WDK",22,"Beta-1-syntrophin"
"EOG7TJCCM",22,"hypothetical protein SINV_04935"
"EOG7VBB8W",22,"Putative ATPase N2B"
"EOG7VBB97",22,"hypothetical protein SINV_01014"
"EOG7VF6J5",22,"Peptidylprolyl isomerase-like 5"
"EOG7VJ2RG",22,"hypothetical protein EAG_14662"
"EOG7VXJQ4",22,"hypothetical protein SINV_09545"
"EOG7W1DZD",22,"S-adenosylmethionine decarboxylase proenzyme"
"EOG7WDWXP",22,"hypothetical protein EAG_06465"
"EOG7WX83G",22,"hypothetical protein SINV_14668"
"EOG7Z0TR4",22,"hypothetical protein SINV_07229"
"EOG7ZH5XB",22,"hypothetical protein SINV_12045"
"EOG7ZPXD2",22,"RING finger protein 31"
"EOG7ZWNVZ",22,"ElongationfactorG2,mitochondrial"
"EOG7ZWNWR",22,"Nicotinamide riboside kinase 1"
"EOG700J3C",23,"heat shock cognate 70"
"EOG700J3M",23,"hypothetical protein G5I_01258"
"EOG700J3X",23,"hypothetical protein EAG_06534"
"EOG703D9Z",23,"Down syndrome cell adhesion molecule"
"EOG703DB7",23,"Protein bric-a-brac 2"
"EOG703DBB",23,"Protein boule"
"EOG7068JV",23,"General transcription factor 3C polypeptide 1"
"EOG7068K0",23,"hypothetical protein SINV_07059"
"EOG70D11V",23,"Guanine nucleotide exchange factor DBS"
"EOG70D11W",23,"hypothetical protein SINV_06529"
"EOG70D12P",23,"PREDICTED: ras-related protein Rap-2c-like"
"EOG70GW94",23,"Zinc finger protein 860"
"EOG70KRHR",23,"PREDICTED: an omotin-like protein 1-like"
"EOG70SH0G",23,"Probable cation-transporting ATPase 13A3"
"EOG70SH0X",23,"Transcription factor GATA-4"
"EOG7107GG",23,"Semaphorin-5A"
"EOG7107GK",23,"Nose resistant to fluoxetine protein 6"
"EOG7107GQ",23,"PREDICTED: hypothetical protein LOC409075"
"EOG7107GV",23,"hypothetical protein SINV_02107"
"EOG7133QK",23,"Cryptochrome-1"
"EOG718V65",23,"HEAT repeat-containing protein 7A"
"EOG71CQF8",23,"Protein VAC14-like protein"
"EOG71CQFP",23,"Kelch domain-containing protein"
"EOG71KFX2",23,"hypothetical protein EAG_11475"
"EOG71PB5K",23,"PREDICTED: hypothetical protein LOC100645560"
"EOG71S6CR",23,"Tau-tubulin kinase 1"
"EOG71S6CW",23,"Zinc finger protein 28"
"EOG71W2MR",23,"PREDICTED: epidermal growth factor receptor-like"
"EOG71ZXVS",23,"La-related protein"
"EOG71ZXWB",23,"PREDICTED: hypothetical protein LOC100647911"
"EOG725PBG",23,"Plexin-B"
"EOG728JM3",23,"hypothetical protein SINV_07896"
"EOG72CDTV",23,"hypothetical protein SINV_15911"
"EOG72K59D",23,"hypothetical protein SINV_07232"
"EOG72K59V",23,"Guanine nucleotide-binding protein G(o) subunit alpha"
"EOG732HGW",23,"hypothetical protein SINV_80305"
"EOG732HH0",23,"hypothetical protein G5I_05949"
"EOG735CRC",23,"hypothetical protein SINV_80092"
"EOG738800",23,"26S proteasome non-ATPase regulatory subunit 1"
"EOG738803",23,"hypothetical protein SINV_14675"
"EOG738808",23,"hypothetical protein SINV_11744"
"EOG73G0G0",23,"Sodium/potassium-transporting ATPase subunit beta-1-interacting protein"
"EOG73NQXH",23,"Integrator complex subunit 10"
"EOG73RM5G",23,"hypothetical protein SINV_09572"
"EOG73RM5M",23,"hypothetical protein SINV_12392"
"EOG73RM5S",23,"Autocrinemotilityfactorreceptor,isoform2"
"EOG73ZBNG",23,"hypothetical protein G5I_06854"
"EOG7426W5",23,"Papilin"
"EOG745344",23,"hypothetical protein EAG_06707"
"EOG74BTM2",23,"Ankyrin repeat domain-containing protein 50"
"EOG74BTMM",23,"Bursicon"
"EOG74BTMR",23,"hypothetical protein SINV_09429"
"EOG74FPVD",23,"PREDICTED:similartovitellogenin,putative"
"EOG74JK2T",23,"hypothetical protein SINV_08591"
"EOG74JK36",23,"hypothetical protein SINV_04806"
"EOG74NFBB",23,"PREDICTED: riboflavin transporter 2-A-like"
"EOG74V5TH",23,"MACRO domain-containing protein 2"
"EOG74Z21N",23,"hypothetical protein SINV_01701"
"EOG74Z227",23,"hypothetical protein SINV_00475"
"EOG754SHF",23,"Triple functional domain protein"
"EOG754SHG",23,"hypothetical protein SINV_05848"
"EOG754SHP",23,"G-protein-signaling modulator 2"
"EOG754SJB",23,"hypothetical protein SINV_01375"
"EOG75BJ09",23,"hypothetical protein SINV_03118"
"EOG75FD7V",23,"Heparan sulfate 2-O-sulfotransferase pipe"
"EOG75J8G7",23,"ADAM 10"
"EOG75N4Q7",23,"CCR4-NOT transcription complex subunit 4"
"EOG75N4QD",23,"hypothetical protein SINV_01503"
"EOG75R0Z4",23,"PREDICTED: uncharacterized protein LOC102671800"
"EOG75TW5X",23,"ATP-binding cassette sub-family A member 3"
"EOG75TW62",23,"hypothetical protein SINV_09232"
"EOG75XRDV",23,"PREDICTED: hypothetical protein LOC100114793"
"EOG764GWP",23,"hypothetical protein SINV_07789"
"EOG764GWZ",23,"Uncharacterized protein KIAA0241"
"EOG767C4R",23,"VPRBP-like protein"
"EOG767C4S",23,"hypothetical protein SINV_13712"
"EOG76F3MH",23,"WD repeat-containing protein 81"
"EOG76F3MJ",23,"PREDICTED: hypothetical protein LOC551249 isoform 2"
"EOG76F3NH",23,"SSXT protein"
"EOG76HZVN",23,"Bifunctional protein NCOAT"
"EOG76MV3J",23,"hypothetical protein SINV_15208"
"EOG76MV3T",23,"PREDICTED: hypothetical protein LOC100642524"
"EOG76QQBB",23,"Protein unc-13-like protein D"
"EOG76QQBJ",23,"Leukocyte elastase inhibitor"
"EOG76QQBP",23,"hypothetical protein SINV_11790"
"EOG76TKKD",23,"hypothetical protein SINV_02806"
"EOG76XFT9",23,"hypothetical protein SINV_12883"
"EOG774694",23,"Teneurin-3"
"EOG774695",23,"Probable histone-lysine N-methyltransferase ASH1L"
"EOG7772JP",23,"SPRY domain-containing SOCS box protein 1"
"EOG77DT1K",23,"Innexin inx3"
"EOG77DT1Z",23,"hypothetical protein SINV_12982"
"EOG77HP81",23,"hypothetical protein SINV_05144"
"EOG77HP88",23,"PREDICTED: serine/threonine-protein kinase 24-like"
"EOG77MJGS",23,"Probable exonuclease mut-7-like protein"
"EOG77MJH1",23,"IQ and ubiquitin-like domain-containing protein"
"EOG77MJHM",23,"hypothetical protein EAG_14248"
"EOG77QDQT",23,"Retinoblastoma-like protein 1"
"EOG77QDR2",23,"PREDICTED: soluble guanylate cyclase 88E-like"
"EOG77T8ZX",23,"hypothetical protein G5I_09353"
"EOG77X56N",23,"hypothetical protein SINV_80223"
"EOG77X56P",23,"Striatin-4"
"EOG7811FG",23,"Talin-1"
"EOG7811FT",23,"PREDICTED: formin-binding protein 1 homolog isoform X6"
