ln,morandin.ogg
RF55_3134,EOG75FD82
RF55_3136,EOG7KHKCT
RF55_2427,EOG7PPF1T
RF55_5867,EOG7MDDJH
RF55_2420,EOG7JQMGV
RF55_2421,EOG70GW9C
RF55_6561,EOG79KZ9D
RF55_6560,EOG796GBQ
RF55_6563,EOG7CCMM9
RF55_6562,EOG7094V2
RF55_6565,EOG7CCMM9
RF55_6564,EOG796GBQ
RF55_6567,EOG7XQ71M
RF55_6566,EOG735CR6
RF55_9797,EOG7SZ4XJ
RF55_9796,EOG73JVQ8
RF55_9793,EOG7M0XKX
XLOC_022490,EOG7DNXPV
RF55_5718,EOG7SBXHF
RF55_7966,EOG7QS0PW
RF55_13264,EOG7Q01RN
RF55_4626,EOG7X9R2D
RF55_13266,EOG70SH0G
RF55_14337,EOG7NH06C
RF55_14333,EOG7JHW1Q
RF55_14331,EOG70GW8R
RF55_3777,EOG7MM516
RF55_6301,EOG79H31W
RF55_9860,EOG7RVK9Q
RF55_9862,EOG7CZV17
RF55_5827,EOG7HJ5N7
RF55_15821,EOG7JB4HT
RF55_18486,EOG7S5618
RF55_15822,EOG790QV9
RF55_18481,EOG76B7D6
XLOC_001470,EOG72RWSC
RF55_14481,EOG7H1TFF
RF55_14484,EOG7GNBGD
RF55_14485,EOG7PPF2J
XLOC_025056,EOG7SRDFJ
XLOC_025057,EOG71ZXW8
XLOC_021213,EOG7G5087
RF55_18156,EOG7C04NP
XLOC_011578,EOG7P8Z30
XLOC_016705,EOG7NWG4S
RF55_14344,EOG7C30W7
RF55_4048,EOG7R2MDD
RF55_4040,EOG7CP792
RF55_4041,EOG7JF0RR
RF55_4042,EOG7MDDJG
RF55_4043,EOG7DC9ZX
RF55_4044,EOG7HTSBD
RF55_4045,EOG7DRSXC
RF55_4047,EOG7XMBRQ
RF55_17689,EOG78WVMP
RF55_2405,EOG7R8BW9
XLOC_025441,EOG789N5S
XLOC_007213,EOG72VS15
RF55_11373,EOG7ZPXD7
RF55_4224,EOG74R9K0
XLOC_007219,EOG7B65R1
RF55_4221,EOG7S828Z
RF55_10300,EOG7J788Q
RF55_10307,EOG7TR3WC
RF55_10305,EOG7Q2X10
RF55_12681,EOG761MP0
XLOC_019707,EOG7K9TXJ
RF55_16220,EOG79D6SG
RF55_16228,EOG7JXC03
XLOC_010627,EOG76QQBK
XLOC_010628,EOG76QQBK
RF55_5799,EOG73RM6F
XLOC_019839,EOG7133QC
RF55_5791,EOG74Z222
RF55_5790,EOG75BJ0W
RF55_5797,EOG7VXJR1
RF55_5796,EOG7MM519
RF55_1478,EOG7VXJR6
RF55_13763,EOG7M6P2X
RF55_13764,EOG70KRJ6
RF55_13765,EOG7PW5HP
RF55_13767,EOG718V69
RF55_1473,EOG7PGPJW
RF55_1470,EOG7Q2X0R
RF55_1471,EOG7XMBSX
RF55_1476,EOG7CZV1W
RF55_1477,EOG7BW8CT
RF55_9269,EOG7KHKD2
RF55_9264,EOG7HBF58
RF55_13106,EOG7JHW15
RF55_2072,EOG77MJH7
RF55_2071,EOG7T4WD9
RF55_2076,EOG7S561D
RF55_2075,EOG77X56K
RF55_5578,EOG7M3STW
RF55_5577,EOG7M3STW
RF55_5575,EOG7C30VP
RF55_5574,EOG74BTM4
RF55_5570,EOG7JB4HX
XLOC_024156,EOG7X9R24
RF55_3303,EOG7M6P2P
XLOC_024155,EOG764GXC
RF55_3307,EOG72K59P
RF55_3304,EOG7M6P2P
RF55_11949,EOG7Q01RZ
RF55_11230,EOG7RJZKG
RF55_11940,EOG7XT383
RF55_11235,EOG7NPQNJ
RF55_11236,EOG72VS1C
XLOC_005824,EOG7ND3ZM
RF55_22754,EOG74FPV4
XLOC_008461,EOG70PMSC
RF55_20662,EOG72G93M
RF55_20661,EOG7TFH43
RF55_20667,EOG7811G4
RF55_6179,EOG7JQMH3
RF55_12410,EOG7S29SH
RF55_12413,EOG7Z6K6S
RF55_22288,EOG71PB5K
XLOC_022794,EOG71ZXW7
RF55_12418,EOG7D2Q7P
RF55_10133,EOG79D6SR
RF55_7326,EOG7N0N0X
XLOC_004948,EOG7W4961
XLOC_025201,EOG70GW9M
RF55_4826,EOG71CQF3
RF55_4824,EOG779XSN
RF55_4825,EOG7FC1CB
RF55_4820,EOG757NRF
RF55_10543,EOG728JM0
XLOC_021919,EOG7SBXH4
RF55_4829,EOG7JXBZK
RF55_6792,EOG73ZBNM
RF55_6790,EOG7ZM25T
RF55_6795,EOG7M9J9K
RF55_7220,EOG7WB1NP
RF55_7550,EOG7S29S6
XLOC_002632,EOG75FD7W
RF55_7229,EOG7VMZ09
RF55_7559,EOG7TFH4J
XLOC_002638,EOG7PS996
XLOC_021206,EOG7SZ4XH
XLOC_007912,EOG7SFSR4
RF55_12184,EOG79H321
RF55_10156,EOG7FFWM0
RF55_10157,EOG7QZR5F
RF55_10154,EOG79D6T0
RF55_10152,EOG7CCMM9
RF55_10153,EOG7SRDG0
RF55_10150,EOG718V73
RF55_10151,EOG796GBQ
RF55_8658,EOG76XFTM
RF55_8650,EOG7TV02S
RF55_8655,EOG72ZN8X
RF55_8656,EOG72P1J3
RF55_958,EOG7GJG7N
RF55_953,EOG7B91ZV
RF55_954,EOG7NPQNP
RF55_957,EOG7ZSSNT
XLOC_002241,EOG7D5KHQ
XLOC_013080,EOG703DB5
RF55_489,EOG73880K
RF55_488,EOG7G7VHZ
RF55_487,EOG75J8H5
RF55_486,EOG7RJZKJ
RF55_485,EOG7RJZKJ
RF55_483,EOG7GBQRJ
RF55_482,EOG7KHKDQ
RF55_480,EOG7W495T
RF55_1266,EOG74FPVZ
RF55_1265,EOG72RWSB
RF55_9014,EOG7X6VTB
XLOC_024981,EOG7X6VTT
XLOC_011492,EOG7N97QC
RF55_14677,EOG7PKJT7
RF55_14674,EOG72VS1V
XLOC_015866,EOG74JK35
RF55_14670,EOG78Q44Z
RF55_14927,EOG7N0N0N
RF55_12783,EOG7SRDFN
RF55_12785,EOG7HJ5MD
XLOC_019133,EOG747ZCH
XLOC_011720,EOG7P62W7
RF55_8363,EOG70PMS6
XLOC_008675,EOG7XMBRV
XLOC_006434,EOG7JXC0C
RF55_229,EOG74NFBX
RF55_228,EOG7DZJF2
RF55_220,EOG70PMRP
RF55_227,EOG7GNBG4
RF55_2797,EOG7FVCJX
RF55_2795,EOG75TW6H
RF55_2793,EOG74R9M0
RF55_2790,EOG7B65R8
XLOC_008583,EOG7BSD4J
RF55_2798,EOG7RG3C0
RF55_15784,EOG7CVZST
RF55_15785,EOG7VTPGR
RF55_4568,EOG7PPF1W
RF55_1043,EOG73RM65
RF55_4562,EOG7RG3C1
RF55_1041,EOG7J4D1Z
RF55_4560,EOG7Q5S8C
RF55_1047,EOG7RC74M
RF55_1045,EOG7WB1P3
RF55_5219,EOG70WC83
RF55_2248,EOG7R5GMK
RF55_5212,EOG7BKNPQ
RF55_2245,EOG7DK2GM
RF55_5210,EOG7JQMH7
RF55_5211,EOG7NH06R
RF55_5216,EOG7J4D2M
RF55_2241,EOG7KX2BW
RF55_5215,EOG7V4KSJ
XLOC_023185,EOG74Z22P
RF55_15256,EOG7Z3PZX
XLOC_009980,EOG7BKNP0
RF55_10978,EOG7XQ71J
RF55_10979,EOG7HF9CH
RF55_10973,EOG7SFSR2
RF55_10974,EOG71ZXW8
XLOC_008854,EOG7R2MD2
RF55_10977,EOG7HTSB5
RF55_10425,EOG75XRG6
RF55_15332,EOG7GJG87
XLOC_009184,EOG7VTPG3
RF55_10893,EOG79SPRW
XLOC_015259,EOG7SRDFZ
RF55_13952,EOG7MQ184
XLOC_022851,EOG7BCX6H
XLOC_005185,EOG7JMR7Q
XLOC_011938,EOG7NH05P
RF55_8822,EOG7K9TXZ
RF55_8820,EOG7N3H6S
RF55_8827,EOG7TJCCN
RF55_8824,EOG7T215J
RF55_8825,EOG7CGGV0
RF55_3117,EOG7QZR5H
RF55_3116,EOG7QZR5H
RF55_3115,EOG7PKJSR
RF55_8829,EOG7SRDG7
RF55_3111,EOG7TV03H
RF55_6096,EOG7RVK9R
RF55_6542,EOG7133QP
RF55_6540,EOG7PCTB9
RF55_6548,EOG77HP81
RF55_3833,EOG72CDTQ
RF55_8794,EOG767C5M
RF55_8795,EOG7772J5
RF55_8796,EOG7SBXGX
XLOC_006984,EOG79WK0P
XLOC_009724,EOG7D2Q81
RF55_6329,EOG751X95
RF55_6899,EOG7M0XM8
RF55_11145,EOG7X40K6
XLOC_001535,EOG7BKNPM
RF55_6894,EOG7DRSXT
RF55_6320,EOG7SZ4XQ
XLOC_001533,EOG72RWSP
XLOC_001532,EOG7WB1PJ
XLOC_021583,EOG7HJ5N3
RF55_19448,EOG7H1TFH
RF55_2914,EOG75FD7X
RF55_15801,EOG779XSK
RF55_15804,EOG7SNJ75
RF55_15808,EOG7WB1PN
RF55_18319,EOG72VS1H
RF55_8207,EOG764GWT
RF55_11494,EOG78HCNJ
RF55_11496,EOG77QDR9
XLOC_014615,EOG7JB4J3
XLOC_017097,EOG783WPK
XLOC_017096,EOG73880D
XLOC_017098,EOG73NQZM
RF55_4231,EOG71GKPR
RF55_7946,EOG78Q448
RF55_7947,EOG7GFM0X
XLOC_016276,EOG799BJT
XLOC_011552,EOG7F8552
RF55_4028,EOG77QDR7
RF55_7058,EOG7N3H6Q
RF55_7059,EOG7SFSRN
RF55_7051,EOG77DT13
RF55_13315,EOG78WVM8
RF55_13314,EOG700J3B
RF55_4796,EOG7RRQ2N
RF55_4797,EOG7RRQ2N
RF55_7456,EOG7MSWJ1
RF55_10367,EOG7M3SVB
RF55_10361,EOG72CDTR
XLOC_019724,EOG75N4R1
RF55_17403,EOG7B0F84
XLOC_019726,EOG7Z9FG5
RF55_18173,EOG7BGSF7
RF55_10369,EOG7HF9D6
XLOC_002888,EOG7XHGJJ
XLOC_018987,EOG71ZXW4
XLOC_018985,EOG75FD7D
XLOC_010601,EOG7K176Z
RF55_9703,EOG7KX2CP
RF55_1791,EOG747ZCS
RF55_5773,EOG783WPP
RF55_17301,EOG7VBB91
RF55_20951,EOG75TW70
RF55_1452,EOG700J42
RF55_1456,EOG7DK2FR
XLOC_012767,EOG7JQMGJ
RF55_9205,EOG7JQMH8
RF55_9204,EOG77X56P
RF55_12048,EOG7Q8NGS
RF55_9200,EOG7Q8NGK
RF55_9203,EOG7BW8CN
RF55_9209,EOG7V4KSQ
RF55_16208,EOG7DZJDD
RF55_5516,EOG767C58
RF55_5511,EOG72ZN8T
RF55_8073,EOG7H4PP4
RF55_5512,EOG73NQXK
RF55_6988,EOG7387ZT
RF55_16204,EOG7G7VHQ
RF55_5518,EOG7P62W1
RF55_16755,EOG7K43FT
RF55_12332,EOG73VGF5
RF55_11960,EOG7ZPXDC
RF55_5493,EOG7QZR4W
XLOC_000467,EOG790QVS
XLOC_006601,EOG7BGSFD
XLOC_006605,EOG7X9R26
XLOC_009537,EOG7J4D1Q
RF55_6154,EOG715ZZW
RF55_6155,EOG74534S
XLOC_004117,EOG72ZN8Q
XLOC_004111,EOG7WMNDM
RF55_12437,EOG7KMFNJ
RF55_9679,EOG7TJCCF
RF55_22559,EOG7DK2FJ
RF55_22555,EOG7BCX72
RF55_3328,EOG7MSWH9
RF55_13818,EOG7TFH43
RF55_3320,EOG7MSWH5
RF55_3322,EOG7BCX6C
RF55_3323,EOG7DRSXN
RF55_3324,EOG7SZ4XG
RF55_1853,EOG7TN7MB
RF55_4808,EOG7068KH
RF55_4809,EOG7QGCZW
RF55_4804,EOG7H7JWH
XLOC_021976,EOG7Z3Q01
RF55_4807,EOG7Q8NGG
RF55_4801,EOG7R5GN1
RF55_4802,EOG771B24
XLOC_002612,EOG77DT18
XLOC_005644,EOG7PKJTV
RF55_7207,EOG7QK86B
RF55_7204,EOG7F8548
RF55_7202,EOG7RZFJ3
RF55_7208,EOG7JF0RN
XLOC_010187,EOG79PTHM
RF55_13141,EOG7RC749
RF55_13142,EOG7G241J
XLOC_021398,EOG74NFB2
XLOC_017403,EOG7M3SV5
XLOC_021397,EOG7X14C7
RF55_10174,EOG7B39G3
XLOC_013577,EOG7WHS50
RF55_8678,EOG7SZ4XF
XLOC_010982,EOG7CGGTB
XLOC_010984,EOG7MSWHC
RF55_8670,EOG7HF9CK
XLOC_015756,EOG7ZD9PJ
RF55_939,EOG7BCX63
RF55_935,EOG7TFH4F
RF55_934,EOG7NH066
RF55_933,EOG75XRFK
XLOC_020373,EOG747ZCP
RF55_931,EOG7PCT9V
XLOC_024224,EOG79SPS8
XLOC_021027,EOG7KMFN4
XLOC_017662,EOG7P8Z3G
RF55_11770,EOG7094T3
RF55_11777,EOG7HQX3T
RF55_9078,EOG78DHDJ
XLOC_024228,EOG7772JB
RF55_9072,EOG7KX2CN
RF55_9071,EOG7PS993
RF55_8248,EOG7WB1P0
RF55_8247,EOG78Q44S
RF55_16437,EOG7K43FN
XLOC_023883,EOG7F2DNN
RF55_20387,EOG72CDTT
RF55_14691,EOG7CVZS8
XLOC_014403,EOG71ZXWX
XLOC_014406,EOG7VJ2RQ
RF55_17344,EOG7FRH9X
XLOC_019118,EOG7W4960
XLOC_019117,EOG7107H4
RF55_16693,EOG7M6P3G
XLOC_018863,EOG7Z3Q0H
XLOC_018862,EOG7Z3Q0H
RF55_205,EOG74V5TH
RF55_7684,EOG7TR3VS
RF55_5840,EOG7RJZKV
RF55_1209,EOG7MDDJB
RF55_1205,EOG7G241Q
RF55_1204,EOG7KT64J
RF55_1206,EOG74NFBJ
RF55_1201,EOG7J4D1W
RF55_1200,EOG7HTSB5
RF55_1203,EOG7KT64J
RF55_1202,EOG7CCMKV
RF55_473,EOG7NKVDQ
RF55_4581,EOG7107GP
RF55_4580,EOG7R5GN4
RF55_4584,EOG7QVVWX
RF55_4588,EOG7JMR7X
RF55_21383,EOG7QVVXD
RF55_21382,EOG73G0FW
RF55_2511,EOG77DT1C
RF55_5234,EOG7CKC24
RF55_5235,EOG7GR6QT
RF55_5236,EOG7WQHN8
RF55_5541,EOG72G92D
RF55_5546,EOG7Z3Q00
RF55_5547,EOG747ZC8
RF55_21164,EOG7068KJ
RF55_10992,EOG7PCTB1
RF55_10991,EOG7ZD9Q2
XLOC_005342,EOG7KHKDF
RF55_10997,EOG7X9R2M
XLOC_005436,EOG7CCMKM
RF55_10995,EOG7HJ5MG
XLOC_012930,EOG7GV2ZS
RF55_8807,EOG793M37
RF55_3175,EOG7J1HTH
RF55_3177,EOG75R0ZW
RF55_3176,EOG74NFBC
RF55_3171,EOG7VF6JF
RF55_3178,EOG71CQFQ
RF55_6526,EOG7R8BVS
RF55_6521,EOG7VQT7P
RF55_1988,EOG7QGCZJ
RF55_12590,EOG7SZ4XS
RF55_12591,EOG7SZ4XS
RF55_11164,EOG7VBB9C
RF55_6712,EOG73JVQ6
RF55_11166,EOG7068KW
XLOC_001552,EOG7BCX62
RF55_11162,EOG7Z9FFC
RF55_11163,EOG7DK2FH
RF55_6242,EOG7X9R2J
XLOC_000145,EOG74Z21M
XLOC_011918,EOG793M37
XLOC_011911,EOG7B65PW
XLOC_003489,EOG7D2Q8F
XLOC_003482,EOG7WTCW6
RF55_14192,EOG7MQ186
RF55_14193,EOG76F3NM
RF55_63,EOG73ZBP7
XLOC_021705,EOG7XT37Q
XLOC_021707,EOG7ZD9PZ
RF55_33,EOG7FZ7T7
RF55_31,EOG7SJP0Q
RF55_7929,EOG7J788W
RF55_7927,EOG7387ZR
RF55_7691,EOG7N97QH
RF55_7692,EOG7N97QH
RF55_21131,EOG73JVQP
RF55_1035,EOG77MJGW
RF55_13085,EOG72RWSZ
RF55_4005,EOG7MH8T5
RF55_4006,EOG7MDDJF
RF55_4007,EOG7FJRVD
RF55_4002,EOG7VBB9C
RF55_7071,EOG7C04N5
RF55_10691,EOG77HP8T
RF55_10690,EOG7T215H
RF55_7076,EOG75BJ0N
RF55_7077,EOG77T90F
RF55_18377,EOG79PTHS
RF55_14737,EOG7GBQRN
XLOC_007258,EOG7T7RNP
RF55_13338,EOG7FNN3B
RF55_13337,EOG728JMN
RF55_13332,EOG71W2MX
RF55_13426,EOG7VJ2RF
RF55_10348,EOG71GKPG
RF55_10347,EOG7XDM98
RF55_10346,EOG7S828D
RF55_10345,EOG7HBF4Q
RF55_10341,EOG7W4972
RF55_10340,EOG77X56H
RF55_18192,EOG7094T1
RF55_1024,EOG754SHM
RF55_1185,EOG7QGCZK
RF55_15483,EOG7QP4G7
XLOC_010663,EOG74V5TT
RF55_15489,EOG7JF0S7
XLOC_006283,EOG7RVK9B
RF55_9195,EOG7DNXPZ
RF55_9197,EOG7TXVB3
RF55_18990,EOG7CVZSW
RF55_5757,EOG7068M4
RF55_8581,EOG7FRHBC
RF55_5751,EOG79D6SH
RF55_8582,EOG761MP7
RF55_1432,EOG7RZFJR
RF55_2422,EOG7XWZHC
RF55_1430,EOG7NKVDJ
RF55_9223,EOG7387ZN
XLOC_022131,EOG7GNBGS
RF55_9226,EOG7CKC2G
RF55_9225,EOG732HHM
RF55_9224,EOG7Z9FFH
RF55_8059,EOG7Q5S82
RF55_5538,EOG751X92
RF55_12069,EOG7HJ5MF
RF55_12064,EOG799BJT
RF55_8051,EOG79SPRQ
RF55_12067,EOG7Q8NHB
RF55_5537,EOG7RJZM9
RF55_8056,EOG7FVCJH
RF55_8055,EOG7KT63X
RF55_16774,EOG7RC74F
XLOC_018477,EOG7PW5J9
RF55_14540,EOG78Q44R
RF55_11904,EOG7XHGHX
RF55_11902,EOG7S827T
RF55_6164,EOG7V1QK7
XLOC_019302,EOG7X9R24
XLOC_019306,EOG7XT38D
XLOC_008132,EOG7H1TFP
RF55_6162,EOG7SJNZT
XLOC_008429,EOG7B91Z4
XLOC_018651,EOG7KQ9WQ
RF55_21625,EOG7FC1C9
XLOC_018896,EOG786RZ9
RF55_12457,EOG7C04MX
RF55_2165,EOG7BW8D0
RF55_2164,EOG7CS3J1
XLOC_011211,EOG7F58W0
RF55_3346,EOG7MH8S7
RF55_3344,EOG71GKPF
RF55_3345,EOG7TV02W
XLOC_005082,EOG7SFSRK
XLOC_007450,EOG76HZVS
XLOC_009553,EOG72CDVF
XLOC_009551,EOG7DVP64
RF55_19814,EOG728JM6
RF55_7265,EOG7PKJTK
RF55_7266,EOG793M2N
XLOC_005661,EOG757NSK
XLOC_005660,EOG7RJZMM
RF55_7263,EOG7FC1C1
RF55_7262,EOG764GWS
RF55_15106,EOG7V4KSX
XLOC_008739,EOG7BSD5B
RF55_19108,EOG7R8BVQ
XLOC_013515,EOG7WB1PM
RF55_307,EOG7NKVDQ
RF55_8615,EOG7KDQ5M
RF55_8614,EOG7X6VV8
RF55_8616,EOG76MV3G
RF55_8613,EOG7HBF4N
RF55_8618,EOG7QK870
RF55_914,EOG7XQ70Q
XLOC_020396,EOG7JF0RN
RF55_7489,EOG7TXV9Z
RF55_7488,EOG74NFB5
XLOC_021045,EOG7D5KGW
XLOC_021042,EOG7F58WX
XLOC_017689,EOG75FD83
RF55_7482,EOG71CQG6
RF55_7485,EOG7DZJDM
XLOC_024675,EOG7R2MD8
RF55_2981,EOG7DVP5P
XLOC_003540,EOG7CVZSC
RF55_2445,EOG7TBMWQ
RF55_2631,EOG7GFM07
RF55_7855,EOG77DT1T
RF55_2630,EOG7094TS
RF55_14501,EOG7QCHQZ
RF55_14502,EOG73G0GW
RF55_11757,EOG7S8283
RF55_11756,EOG7XQ71R
RF55_14507,EOG7QVVXH
RF55_14508,EOG7S8288
RF55_9055,EOG7W75FH
XLOC_000938,EOG7CS3JC
RF55_9051,EOG72P1JW
RF55_9052,EOG7F58WD
RF55_12213,EOG7V4KSS
RF55_9058,EOG77469D
XLOC_019681,EOG77QDRB
RF55_8264,EOG77MJHN
RF55_16909,EOG72K59M
RF55_8260,EOG7C8RBF
XLOC_016336,EOG70PMRZ
XLOC_016335,EOG7J4D2B
RF55_8263,EOG7JQMGF
RF55_8268,EOG7PCTB1
XLOC_019461,EOG7VF6HV
XLOC_019465,EOG7VJ2RQ
XLOC_003153,EOG7N3H7D
XLOC_016154,EOG7GNBG7
XLOC_003155,EOG70SH1S
RF55_266,EOG7JHW0F
RF55_263,EOG74NFBG
RF55_4610,EOG7GXZ5T
RF55_4613,EOG7N0N0K
RF55_4615,EOG7ZM266
RF55_4619,EOG7N0N0K
RF55_1885,EOG7FVCJK
RF55_1228,EOG7ZWNW7
RF55_1882,EOG74FPVB
RF55_2753,EOG7DZJDW
RF55_2757,EOG7ND3ZG
RF55_2755,EOG7V1QJX
RF55_2759,EOG703DBF
RF55_1086,EOG7QK863
RF55_1084,EOG7J788V
RF55_1083,EOG7WDWXC
RF55_1082,EOG7X9R23
RF55_1080,EOG7N0N0D
RF55_17360,EOG7G241W
XLOC_002393,EOG7P8Z2X
RF55_1089,EOG70GW9K
RF55_1088,EOG7XMBSC
RF55_2576,EOG771B29
RF55_2574,EOG7PGPK3
RF55_5252,EOG7P0BCF
RF55_9799,EOG7KQ9W1
RF55_5250,EOG77QDQR
RF55_5251,EOG7JQMGW
RF55_9798,EOG78WVKT
RF55_2579,EOG7Z9FFJ
RF55_6569,EOG71S6F1
XLOC_018224,EOG764GXM
XLOC_009943,EOG7Z9FG7
XLOC_010410,EOG7X6VT5
XLOC_007705,EOG73880X
RF55_13627,EOG7QVVXT
RF55_13626,EOG7KDQ50
RF55_21109,EOG72CDTT
XLOC_003842,EOG7KHKDR
XLOC_003841,EOG7MQ191
XLOC_013686,EOG7TV03Q
RF55_3487,EOG7H1TF6
RF55_3486,EOG761MPP
RF55_3483,EOG790QVM
XLOC_022495,EOG7Z6K6J
RF55_13991,EOG7W75FS
RF55_2288,EOG70GW9F
RF55_2286,EOG7CKC29
RF55_2287,EOG7CKC29
RF55_3629,EOG7FJRTP
RF55_5409,EOG7X40KD
RF55_5873,EOG79WK0P
RF55_3620,EOG79KZ8R
RF55_3151,EOG7GV2Z6
RF55_3622,EOG78Q44P
RF55_8862,EOG7RJZMF
RF55_8550,EOG74534X
RF55_3627,EOG7RZFJ6
RF55_2189,EOG7VBB8J
RF55_8557,EOG7BPHWP
RF55_6050,EOG7DNXQ7
RF55_6501,EOG72K59R
RF55_6507,EOG7B65QS
RF55_6506,EOG7XDM9B
XLOC_014222,EOG7SV8PR
RF55_6509,EOG7F58VZ
RF55_6508,EOG7Q2X18
XLOC_014224,EOG7X9R28
RF55_5401,EOG7S561F
RF55_5709,EOG71CQFV
XLOC_001570,EOG7PGPK8
XLOC_000169,EOG70PMRM
XLOC_025386,EOG7V7G1M
RF55_9884,EOG7RVK97
XLOC_000166,EOG74BTM8
XLOC_020230,EOG7K6ZP8
XLOC_001415,EOG76XFV8
RF55_7672,EOG77469F
RF55_7905,EOG7GJG7C
RF55_7907,EOG7WHS4S
RF55_7900,EOG7NSKXG
RF55_7901,EOG75N4Q7
RF55_7675,EOG7BGSDX
RF55_7909,EOG7WX83X
RF55_4474,EOG7CCMMC
RF55_19590,EOG7SFSRM
RF55_7914,EOG732HH7
RF55_17629,EOG7GBQRC
RF55_17624,EOG7RNTTV
RF55_17620,EOG79WK0Z
RF55_7017,EOG7XMBSJ
RF55_18427,EOG7TBMWS
RF55_9861,EOG7Z9FFV
RF55_14710,EOG7RVKBD
RF55_14711,EOG7T7RNN
RF55_2291,EOG7T4WDN
RF55_4287,EOG7WDWWP
XLOC_017089,EOG7MDDK8
XLOC_017147,EOG715ZZG
XLOC_002145,EOG7MWRR8
XLOC_022569,EOG73JVQ1
XLOC_014364,EOG77469C
XLOC_013300,EOG7CS3JF
XLOC_013306,EOG7KMFNS
XLOC_014369,EOG7M9J9K
XLOC_010646,EOG74BTN5
RF55_5739,EOG75FD7T
RF55_5738,EOG75FD7T
XLOC_019895,EOG7SFSR7
RF55_5735,EOG7TR3V5
RF55_5734,EOG7R5GN0
RF55_5881,EOG7MWRR4
RF55_5880,EOG7FZ7SF
RF55_5733,EOG72P1JD
XLOC_024805,EOG7SV8Q1
RF55_1148,EOG7107H2
RF55_4429,EOG7TFH44
RF55_1418,EOG72P1JH
RF55_4423,EOG7Q8NGB
RF55_1416,EOG72CDV6
RF55_1141,EOG7RG3BP
RF55_1146,EOG7SFSQV
RF55_1145,EOG7T215T
XLOC_022158,EOG7GV2ZN
XLOC_019091,EOG796G9V
RF55_5083,EOG7DCB09
RF55_5082,EOG7DCB09
RF55_5081,EOG7DCB09
RF55_5080,EOG7DCB09
RF55_5086,EOG7QK862
RF55_5085,EOG7HBF4G
RF55_5084,EOG7DG67B
RF55_5089,EOG7B39GV
RF55_5088,EOG7S561W
RF55_12009,EOG7K9TX1
XLOC_006397,EOG7HN1V4
RF55_20193,EOG7ZSSN3
XLOC_018411,EOG73NQXM
RF55_11922,EOG7X14BH
RF55_11923,EOG793M36
RF55_11292,EOG7QCHQG
XLOC_019324,EOG78HCNN
RF55_10121,EOG799BJT
XLOC_006845,EOG7GFM00
XLOC_005249,EOG7Q01RT
XLOC_008150,EOG71S6CR
XLOC_008151,EOG7NSKX7
XLOC_008152,EOG7MH8SN
RF55_20999,EOG72CDTF
RF55_12476,EOG78Q44Z
RF55_2148,EOG779XS8
RF55_2145,EOG7TBMWB
XLOC_010721,EOG73VGF9
RF55_2142,EOG70WC7J
XLOC_013546,EOG7RZFJ8
RF55_3812,EOG7Z3Q06
RF55_3367,EOG7CGGTQ
RF55_3816,EOG76QQBJ
RF55_3817,EOG77QDQT
RF55_3814,EOG7D8FQN
RF55_10529,EOG7W1DZ2
RF55_10526,EOG7XT380
RF55_10522,EOG79KZ9C
RF55_13878,EOG7CP78X
XLOC_007517,EOG76B7CN
RF55_13870,EOG73RM66
RF55_13872,EOG7DCB00
RF55_19294,EOG7N0MZV
RF55_19293,EOG796G9V
RF55_7242,EOG7C8RBK
RF55_7240,EOG75BJ0T
RF55_7245,EOG75J8GR
RF55_7244,EOG76XFTX
RF55_7248,EOG7TJCC6
XLOC_024242,EOG7TV02Z
XLOC_024246,EOG73ZBNT
XLOC_012123,EOG7RRQ2F
RF55_8638,EOG7MSWHC
RF55_1590,EOG73RM64
RF55_8632,EOG7FNN3J
RF55_8631,EOG78Q44Z
RF55_8635,EOG77469K
XLOC_007747,EOG7Q8NGF
RF55_9948,EOG722T40
RF55_9949,EOG745352
RF55_6260,EOG779XSZ
RF55_9941,EOG7ND3Z3
XLOC_024654,EOG7WQHMT
XLOC_006004,EOG7XWZHC
XLOC_003526,EOG7T4WF6
XLOC_003527,EOG7JQMH1
XLOC_004891,EOG7KQ9WH
XLOC_004897,EOG7WB1P6
RF55_11735,EOG7GNBFV
RF55_11737,EOG71S6D3
RF55_11736,EOG7TXVBP
RF55_11730,EOG7N0N0N
RF55_11733,EOG7CCMKR
RF55_11738,EOG7HTSB4
RF55_18659,EOG72G931
RF55_12279,EOG7G7VH8
RF55_12274,EOG7HJ5N9
RF55_12276,EOG7XHGHZ
RF55_12273,EOG7NSKWF
XLOC_011473,EOG71ZXVV
XLOC_022270,EOG70GW8R
RF55_796,EOG7M9JB0
RF55_794,EOG71GKP0
RF55_793,EOG72VS25
RF55_792,EOG7K6ZPF
RF55_791,EOG7QZR52
RF55_20348,EOG7TFH4S
XLOC_014447,EOG7772JB
RF55_9820,EOG7KHKDJ
XLOC_021062,EOG718V69
XLOC_016174,EOG7XT38D
RF55_539,EOG7GXZ65
RF55_531,EOG7RC73F
RF55_530,EOG7G7VHN
RF55_537,EOG783WPM
RF55_240,EOG7H7JX5
RF55_243,EOG789N5W
RF55_242,EOG7D5KGQ
XLOC_025529,EOG74V5SN
RF55_13276,EOG7GBQR9
RF55_3018,EOG70PMSR
RF55_13274,EOG7FVCJW
RF55_4637,EOG7F58W8
RF55_10068,EOG7JTGQC
RF55_4631,EOG7ZH5X5
RF55_4638,EOG7F58W8
