gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
GB49805,LOC724851,XM_006568208.2,1.464736077,0.931723235,0.00377173
GB49805,LOC724851,XM_006568209.2,1.426709205,0.939034058,0.00378651
GB49805,LOC724851,XM_006568210.2,1.445949205,0.93501309,0.0034014
GB49807,LOC551008,XM_006568211.2,0.109644454,1.151266766,0.87979094
GB49758,LOC100578691,XM_006568212.2,0.517263082,0.96399029,0.23136055
GB49809,LOC408690,XM_006568213.2,1.352535393,0.796842557,0.00308015
GB49809,LOC408690,XM_006568214.2,1.451452518,0.779884935,0.00305432
GB49809,LOC408690,XM_006568215.2,1.347353346,0.754517874,0.00302628
NA,LOC410869,XM_006568219.2,0.60916205,1.370614614,NA
GB49752,LOC100577749,XM_006568229.2,1.39601564,0.925619065,0.00365983
GB49750,LOC724187,XM_006568230.2,1.60327053,0.913378362,0.00539805
GB49750,LOC724187,XM_006568231.2,1.504846779,0.979344729,0.00539805
GB52953,LOC408880,XM_006568234.2,1.269703075,0.880327465,0.00337448
GB52938,LOC100576253,XM_006568235.2,1.734530864,0.961023857,0.00252171
GB52947,LOC408878,XM_006568237.2,1.094761937,0.929888151,0.00778479
GB52946,LOC551045,XM_006568238.2,0.943639161,0.899748968,0.16636696
GB52948,LOC551749,XM_006568240.2,1.255830026,1.071488003,0.0024066
GB52933,LOC411158,XM_006568243.2,1.570864584,0.961439528,0.0029179
NA,LOC102654173,XM_006568244.2,1.42440603,0.879780195,NA
NA,LOC102654366,XM_006568246.2,1.457783258,0.989210068,NA
NA,LOC551803,XM_006568249.2,1.04365972,1.000622205,NA
GB48850,LOC551094,XM_006568251.2,0.535680153,0.958585537,0.05207454
GB48849,LOC409540,XM_006568252.2,0.488521579,1.291092746,0.17783795
GB48852,LOC727106,XM_006568253.2,0.998636137,0.858827078,0.10978243
GB48852,LOC727106,XM_006568254.2,0.983444321,0.863022568,0.110926
NA,LOC102655072,XM_006568255.2,1.250567081,0.659130798,NA
NA,LOC102655072,XM_006568256.2,1.25088233,0.659296955,NA
NA,LOC102655072,XM_006568257.2,1.252487422,0.660142943,NA
NA,LOC102655072,XM_006568258.2,1.214924654,0.656888396,NA
NA,LOC102655072,XM_006568261.2,1.258731856,0.648097057,NA
GB48859,LOC551296,XM_006568262.2,0.990143084,1.320190779,0.28834758
GB48844,LOC100576916,XM_006568265.2,1.144196305,1.441687345,0.00461518
NA,LOC102655502,XM_006568266.2,1.594620955,1.173400325,NA
NA,LOC102655502,XM_006568267.2,1.568891611,1.168664159,NA
NA,LOC725804,XM_006568268.2,1.121468059,1.062883907,NA
NA,LOC102655690,XM_006568269.2,1.090207666,0.939834195,NA
GB48861,LOC552685,XM_006568271.2,1.296877145,1.089044269,0.00403151
NA,LOC102655932,XM_006568273.2,1.368869091,0.867480994,NA
GB44328,LOC411197,XM_006568274.2,1.434313725,0.830392157,0.0035002
GB44331,LOC409045,XM_006568278.2,0.806094996,1.004610928,0.10105907
GB44331,LOC409045,XM_006568279.2,0.824174993,1.030218741,0.10105907
GB44331,LOC409045,XM_006568280.2,0.826435875,1.033044843,0.10057321
GB44333,LOC552048,XM_006568281.2,1.601578646,0.749310009,0.00343813
GB44333,LOC552048,XM_006568282.2,1.522814189,0.669018786,0.00331996
GB44327,LOC725516,XM_006568283.2,0.491114975,1.060808346,0.32776756
GB44327,LOC725516,XM_006568284.2,0.503337041,1.026807564,0.32776756
GB44325,LOC725632,XM_006568285.2,0.545638007,1.195207063,0.34946895
GB44336,LOC408915,XM_006568287.2,1.26650466,0.966957915,0.00315625
GB44336,LOC408915,XM_006568290.2,1.272290704,0.962814587,0.00315782
GB44321,LOC411539,XM_006568293.2,0.775641026,1.081815115,0.20979696
NA,LOC102653798,XM_006568294.2,0.6760181,1.276923077,NA
GB44344,LOC100576497,XM_006568296.1,1.324234985,0.832041451,0.00418143
GB44315,LOC552505,XM_006568297.2,1.50944476,1.012358534,0.00308813
GB44312,LOC552568,XM_006568299.2,0.814734591,1.3190941,0.42387991
GB44312,LOC552568,XM_006568300.2,0.739754098,1.245901639,0.40757684
GB44347,LOC413361,XM_006568301.2,0.769319493,1.034602076,0.14930091
GB44304,LOC727251,XM_006568307.2,0.347402597,1.042207792,0.45517828
GB44302,LOC100578937,XM_006568309.2,0.24398724,1.350062729,0.35964363
GB44299,LOC726833,XM_006568313.2,0.559000602,1.325038464,0.372527
GB44299,LOC726833,XM_006568314.2,0.567885732,1.310505536,0.372527
GB44358,LOC100578975,XM_006568315.2,0.462142569,1.28372936,0.7416399
GB44358,LOC100578975,XM_006568316.2,0.469373338,1.251662234,0.7416399
GB44358,LOC100578975,XM_006568317.2,0.463481781,1.287449393,0.7416399
GB44359,LOC552026,XM_006568318.2,0.525901867,1.209574294,0.28520752
GB44359,LOC552026,XM_006568319.2,0.525636802,1.208964644,0.28520752
GB44359,LOC552026,XM_006568320.2,0.517679933,1.205344322,0.28520752
GB44359,LOC552026,XM_006568321.2,0.532785413,1.19496157,0.28520752
GB44363,LOC409274,XM_006568323.2,1.127322422,1.193635506,0.02697625
GB44297,LOC409272,XM_006568324.2,1.499191652,1.629556143,0.00229949
GB44297,LOC409272,XM_006568325.2,1.515357099,1.346984088,0.00269614
GB44365,LOC411534,XM_006568328.2,1.218065021,1.034957208,0.00417735
GB44296,LOC408916,XM_006568329.2,1.647401827,0.958394145,0.00381111
GB44296,LOC408916,XM_006568330.2,1.653629171,0.967217062,0.00381111
GB44296,LOC408916,XM_006568331.2,1.655544489,0.955724421,0.00381111
GB44296,LOC408916,XM_006568332.2,1.662219176,0.964821225,0.00381111
GB44368,LOC550970,XM_006568334.2,1.395859803,1.084680866,0.00307186
GB44368,LOC550970,XM_006568335.2,1.356094147,1.050748445,0.00307732
GB44368,LOC550970,XM_006568336.2,1.45810469,1.019653629,0.00424683
GB44294,LOC100579008,XM_006568338.2,1.600654178,0.85749331,0.00350479
GB44294,LOC100579008,XM_006568339.2,1.49760645,0.655202822,0.00411398
GB44293,LOC552605,XM_006568340.2,0.642947673,1.11367722,0.25658495
GB44292,LOC552617,XM_006568341.2,1.045056015,1.064231355,0.12716889
GB44292,LOC552617,XM_006568342.2,1.055003379,1.063443406,0.09622759
GB44292,LOC552617,XM_006568343.2,1.009540858,1.082394322,0.14090537
GB44369,LOC413345,XM_006568344.1,0.733910956,0.885754603,0.37179009
GB44369,LOC413345,XM_006568345.1,0.730677562,0.88185223,0.37179009
GB44369,LOC413345,XM_006568346.1,0.737960528,0.890642017,0.37179009
GB44369,LOC413345,XM_006568347.1,0.734675845,0.886677744,0.37179009
GB44369,LOC413345,XM_006568348.2,0.729303066,0.855044973,0.33232703
GB44289,LOC410162,XM_006568349.2,0.339064271,1.144341914,0.30891617
GB44289,LOC410162,XM_006568350.2,0.264313388,1.277514708,0.44130882
GB44371,LOC724672,XM_006568351.2,0.82898017,1.213434742,0.13114279
GB44371,LOC724672,XM_006568352.2,0.835918259,1.223590495,0.13114279
GB44288,LOC414012,XM_006568353.2,0.433386838,1.191813804,0.23354975
GB44287,LOC726363,XM_006568355.2,0.447461036,1.521367521,0.26255818
GB44285,LOC409107,XM_006568356.2,0.469873527,1.102226684,0.35521176
GB44373,LOC409106,XM_006568360.2,0.304913954,1.107319096,0.2841945
GB44373,LOC409106,XM_006568361.2,0.305193237,1.108333333,0.2841945
GB44283,LOC724617,XM_006568362.2,0.574626866,1.34079602,0.29533985
NA,LOC102653960,XM_006568363.2,0.323896499,0.647792998,NA
GB44281,LOC409558,XM_006568364.2,0.931280924,1.058273777,0.30886252
GB44279,LOC411201,XM_006568365.2,1.472704982,0.972541026,0.00359077
GB44279,LOC411201,XM_006568366.2,1.469983167,0.96790163,0.00359077
GB44279,LOC411201,XM_006568367.2,1.473665615,0.960241625,0.00359392
GB44279,LOC411201,XM_006568368.2,1.47589594,0.95741205,0.00359392
GB44279,LOC411201,XM_006568369.2,1.4641815,0.959884153,0.0035235
GB44279,LOC411201,XM_006568370.2,1.510950186,0.951231595,0.00341586
GB44279,LOC411201,XM_006568371.2,1.186477966,0.910352184,0.00360373
NA,LOC102654755,XM_006568378.2,1.472554539,1.145320197,NA
GB44280,LOC100578483,XM_006568379.2,0.757634409,1.165591398,0.40037591
GB47045,LOC551408,XM_006568380.2,0.598281926,0.837594697,0.16087305
GB47045,LOC551408,XM_006568381.2,0.417080437,0.938430983,0.14782929
GB47045,LOC551408,XM_006568382.2,0.598011197,0.813295228,0.16087305
GB47018,LOC724886,XM_006568384.2,1.365796203,0.809869105,0.0068735
GB47018,LOC724886,XM_006568385.2,1.427932083,0.814998972,0.00367085
GB47018,LOC724886,XM_006568386.2,1.471574189,0.803751364,0.00483588
GB47018,LOC724886,XM_006568387.2,1.377819662,0.819440115,0.00540398
GB47018,LOC724886,XM_006568388.1,1.384210526,0.818619128,0.00387109
GB47036,LOC724344,XM_006568395.2,1.412297451,0.965255265,0.0049959
GB47036,LOC724344,XM_006568396.2,1.415906613,0.96498094,0.0049959
GB47036,LOC724344,XM_006568397.2,1.415336619,0.96469344,0.0049959
GB47036,LOC724344,XM_006568398.2,1.414127,0.966505697,0.0049959
GB47036,LOC724344,XM_006568399.2,1.276383348,1.064144085,0.00433714
GB47036,LOC724344,XM_006568400.2,1.273821017,1.058959641,0.00696368
GB47036,LOC724344,XM_006568401.2,1.400486863,1.056872986,0.01022556
NA,LOC102655768,XM_006568405.2,1.520464441,0.946066763,NA
GB47039,LOC410923,XM_006568406.2,1.19364442,0.981336124,0.0377996
GB47039,LOC410923,XM_006568407.2,1.192092936,0.983949725,0.03785239
GB47039,LOC410923,XM_006568408.2,1.193608834,0.985200942,0.03785239
GB47039,LOC410923,XM_006568409.2,1.190249436,0.966482542,0.03785239
GB47039,LOC410923,XM_006568410.2,1.194715484,0.970108973,0.03785239
GB47039,LOC410923,XM_006568411.2,1.197443046,0.972323754,0.03785239
GB47039,LOC410923,XM_006568412.2,1.215554184,0.998490937,0.0377996
GB47039,LOC410923,XM_006568413.2,1.195929449,0.956743559,0.03785239
GB47039,LOC410923,XM_006568414.2,1.197500398,0.958000318,0.03785239
GB47039,LOC410923,XM_006568415.2,0.99878447,1.080166909,0.13283276
GB47039,LOC410923,XM_006568416.2,1.000775922,1.082320627,0.13283276
GB47041,LOC724652,XM_006568419.2,1.51580343,0.861669888,0.00277218
GB47041,LOC724652,XM_006568420.2,1.51221796,0.857715248,0.00277538
GB47021,LOC100578464,XM_006568421.2,1.049290515,0.629574309,0.31161702
NA,LOC102653938,XM_006568434.2,0.331077564,0.662155128,NA
GB47043,LOC550667,XM_006568435.2,0.64993258,1.228778783,0.10370382
GB47048,LOC408732,XM_006568436.2,1.240359334,0.816304861,0.03703325
GB47048,LOC408732,XM_006568437.2,1.244331018,0.81487164,0.03703325
GB47048,LOC408732,XM_006568438.2,1.223157584,0.775070152,0.03703325
GB47014,LOC410922,XM_006568453.2,1.311480235,1.041997995,0.00687635
GB47014,LOC410922,XM_006568454.1,1.298813782,1.032245015,0.01737402
GB47014,LOC410922,XM_006568455.2,1.288610157,1.060248863,0.00687635
GB47014,LOC410922,XM_006568456.2,1.309913973,1.047024664,0.00687635
NA,LOC102655259,XM_006568458.2,1.102371754,1.230981792,NA
GB47057,LOC410918,XM_006568460.2,1.296718545,1.021769627,0.00346378
GB47057,LOC410918,XM_006568461.2,1.376844668,1.026928343,0.00341648
GB47057,LOC410918,XM_006568462.2,1.286742253,0.966916144,0.00349685
GB47057,LOC410918,XM_006568463.2,1.297813121,1.010796758,0.00350179
GB47057,LOC410918,XM_006568464.2,1.327403563,1.001443516,0.00364718
GB47057,LOC410918,XM_006568465.2,1.311321809,1.007736053,0.00349805
GB47057,LOC410918,XM_006568466.2,1.361355815,1.116800878,0.00321449
GB47061,LOC551124,XM_006568467.2,1.142762161,1.270922404,0.08223595
GB47010,LOC725167,XM_006568468.2,1.24,1.209756098,0.087177
GB47008,LOC410079,XM_006568469.2,0.506185958,0.973434535,0.50678907
GB47008,LOC410079,XM_006568470.2,0.516979914,0.994192143,0.56453904
GB47016,LOC724811,XM_006568472.2,0.764434431,1.237655745,0.15176151
GB46539,LOC413488,XM_006568477.2,0.949644176,1.318950245,0.18538705
GB46539,LOC413488,XM_006568478.2,0.947819561,1.278454291,0.18538705
GB46539,LOC413488,XM_006568479.1,0.96498768,1.2062346,0.20201128
GB46540,LOC413486,XM_006568480.2,0.536111111,1.005208333,0.17076837
GB46541,LOC409932,XM_006568482.2,1.226472899,1.188735271,0.00999522
GB46542,LOC413484,XM_006568485.2,0.733937563,0.929654246,0.33992034
GB46534,LOC725740,XM_006568486.2,0.824651163,1.191162791,0.40696537
GB46533,LOC552625,XM_006568487.2,0.57107604,0.90266858,0.52434023
GB46533,LOC552625,XM_006568488.2,0.445689115,0.848931648,0.47019786
GB46547,LOC409701,XM_006568491.2,1.268360059,0.963953645,0.0032253
GB44824,LOC409042,XM_006568495.2,1.227574363,0.963579876,0.00252869
NA,LOC102654114,XM_006568499.2,1.625521175,1.014086604,NA
GB41979,LOC412069,XM_006568502.2,1.1045996,1.070080863,0.04304871
GB41979,LOC412069,XM_006568503.2,0.952441524,1.014557275,0.08946078
GB41979,LOC412069,XM_006568504.2,1.199141932,1.085709587,0.04021762
GB41979,LOC412069,XM_006568505.2,1.052418169,1.106853592,0.04304871
GB41977,LOC552284,XM_006568506.2,0.504418811,1.054693878,0.12312271
GB41977,LOC552284,XM_006568507.2,0.707128099,1.039894263,0.08892196
GB41977,LOC552284,XM_006568508.2,0.511627907,1.069767442,0.12312271
GB41980,LOC727634,XM_006568509.2,0.491064357,0.90846906,0.25063687
GB41980,LOC727634,XM_006568510.2,0.489162913,0.90495139,0.24304182
GB41980,LOC727634,XM_006568511.2,0.489795918,0.906122449,0.24304182
GB41980,LOC727634,XM_006568512.2,0.486838214,0.900650695,0.24304182
GB41982,LOC726007,XM_006568513.2,0.412654406,0.996062359,0.45136113
GB41972,LOC551263,XM_006568514.2,0.741394635,1.021477052,0.01760977
GB41972,LOC551263,XM_006568515.2,0.88711511,1.04679583,0.03217822
GB41970,LOC409529,XM_006568517.2,1.26391539,1.26391539,0.11861541
GB41969,LOC725023,XM_006568519.2,0.654319203,0.882570087,0.48953632
NA,LOC102655399,XM_006568520.2,0.838168923,1.257253385,NA
GB41967,LOC100576746,XM_006568521.2,1.201682833,0.864625453,0.00332849
GB41967,LOC100576746,XM_006568522.2,1.202221121,0.860166576,0.00332849
GB41967,LOC100576746,XM_006568523.2,1.124140704,0.832886067,0.00316838
GB42000,LOC411288,XM_006568524.2,1.193405987,0.908786149,0.00311717
GB42000,LOC411288,XM_006568525.2,1.197421101,0.904998264,0.00311805
GB42000,LOC411288,XM_006568526.2,1.196404798,0.908661872,0.00311805
GB42000,LOC411288,XM_006568527.2,1.196330797,0.906081764,0.00311805
GB42000,LOC411288,XM_006568532.2,1.253092053,0.908730878,0.00319294
GB42000,LOC411288,XM_006568533.2,1.223179831,0.927809702,0.00308813
GB42000,LOC411288,XM_006568534.2,1.224539757,0.922552988,0.00314524
GB42000,LOC411288,XM_006568535.2,1.255028239,0.892128507,0.00326428
GB42000,LOC411288,XM_006568538.2,1.224974895,0.937121787,0.00310581
GB42000,LOC411288,XM_006568542.1,1.139146247,0.926161397,0.00355338
GB45851,LOC410730,XM_006568544.2,1.51909589,1.246,0.00295296
NA,LOC102656618,XM_006568545.2,1.672066578,1.066937721,NA
NA,LOC102656618,XM_006568546.1,1.654425987,1.080441461,NA
GB45852,LOC408598,XM_006568547.2,1.37222398,0.997981076,0.00277424
GB45852,LOC408598,XM_006568548.2,1.360594796,0.994586839,0.00277424
GB45852,LOC408598,XM_006568549.2,1.421128864,0.972351328,0.00277424
GB45854,LOC408597,XM_006568551.2,1.215048354,0.887919951,0.12964181
GB45856,LOC725576,XM_006568552.2,0.961216518,1.094308036,0.00466246
GB45856,LOC725576,XM_006568553.2,0.942063966,1.048712717,0.00402826
GB45856,LOC725576,XM_006568554.2,0.959612557,1.109552019,0.00466246
GB45848,LOC100578424,XM_006568555.2,0.620119249,1.322921064,0.34167377
GB45860,LOC725683,XM_006568558.2,1.075276364,0.756053694,0.00328906
GB45860,LOC725683,XM_006568559.2,1.077691188,0.757751617,0.00328906
NA,LOC102654014,XM_006568560.1,0.890692641,1.017934447,NA
GB45841,LOC725776,XM_006568561.2,1.485230537,0.895288667,0.00320673
GB45841,LOC725776,XM_006568562.2,1.486101059,0.892847143,0.00320673
GB45838,LOC551557,XM_006568563.2,0.487277797,0.974555594,0.43964001
GB45862,LOC100578653,XM_006568565.2,0.504334121,1.229314421,0.78853313
GB45862,LOC100578653,XM_006568566.2,0.563742988,1.208020689,0.47921878
GB45863,LOC413713,XM_006568568.2,0.858505564,1.116057234,0.22119692
NA,LOC102654510,XM_006568569.2,1.364010183,0.955802756,NA
NA,LOC102654555,XM_006568570.2,0.879532164,1.074983756,NA
NA,LOC102654555,XM_006568571.2,0.882422105,1.078515906,NA
GB45837,LOC410116,XM_006568572.2,0.564580085,1.105635999,0.2200932
GB45837,LOC410116,XM_006568573.2,0.568333034,1.112985524,0.2200932
GB45837,LOC410116,XM_006568574.2,0.589876987,1.130597559,0.2200932
GB45834,LOC100578735,XM_006568575.2,1.289754835,1.03686173,0.00328305
GB45833,LOC413907,XM_006568576.2,1.456488138,1.237538941,0.00304052
GB45868,LOC413081,XM_006568577.2,0.793702536,1.041090339,0.29082974
GB45868,LOC413081,XM_006568578.2,0.785128134,1.046837511,0.29082974
GB45868,LOC413081,XM_006568579.2,0.802316704,1.055679874,0.29082974
GB45829,LOC409756,XM_006568580.1,0.549555998,1.340916636,0.17054106
GB45867,LOC413080,XM_006568581.2,0.825722237,1.176028641,0.20916934
GB45867,LOC413080,XM_006568582.2,0.827506936,1.178570485,0.20916934
GB45828,LOC724329,XM_006568583.2,1.056302119,1.669638833,0.33094178
GB45827,LOC409757,XM_006568586.2,0.722639405,0.963519207,0.24771626
GB45827,LOC409757,XM_006568587.2,0.72495428,0.966605707,0.24771626
GB45827,LOC409757,XM_006568589.2,0.693003687,0.951411841,0.24771626
GB45826,LOC551790,XM_006568590.2,0.490458163,1.258131809,0.35461149
GB45871,LOC412164,XM_006568591.2,0.605703737,1.141518582,0.21542937
GB45872,LOC100576871,XM_006568592.2,0.546019501,0.987035251,0.50978649
GB45872,LOC100576871,XM_006568593.2,0.52341926,1.025029385,0.50978649
GB45824,LOC412674,XM_006568594.2,0.478171546,1.366204417,0.37084621
GB45824,LOC412674,XM_006568595.2,0.479094077,1.368840219,0.37084621
GB45873,LOC409564,XM_006568597.2,0.675604254,1.192242801,0.39199115
GB45875,LOC724760,XM_006568598.2,1.575138979,0.882770197,0.00297556
GB45821,LOC552502,XM_006568600.2,0.797853523,1.178528733,0.18301648
GB45821,LOC552502,XM_006568601.2,0.797741116,1.183576688,0.18189368
GB45820,LOC409103,XM_006568602.2,0.603505119,1.146659726,0.39392879
GB45878,LOC409102,XM_006568603.1,0.95296469,1.191205863,0.08280424
GB45878,LOC409102,XM_006568604.1,0.948937855,1.186172318,0.08280424
GB45878,LOC409102,XM_006568605.2,0.940486828,1.165385853,0.08280424
NA,LOC102656283,XM_006568606.2,1.207388857,1.136365983,NA
GB45881,LOC410061,XM_006568607.2,1.100244315,1.120009183,0.04158201
GB45881,LOC410061,XM_006568608.2,1.185414349,1.111744531,0.04021475
GB45881,LOC410061,XM_006568610.2,1.123424042,1.144754878,0.0419569
GB45881,LOC410061,XM_006568611.2,1.122356471,1.086612634,0.04180598
GB45881,LOC410061,XM_006568612.2,1.123548054,1.130357437,0.0419569
GB45881,LOC410061,XM_006568613.2,1.068829017,1.11074388,0.05630957
GB45881,LOC410061,XM_006568614.2,1.07824035,1.120524285,0.05630957
GB45819,LOC725150,XM_006568615.2,1.107577616,1.062675821,0.0179465
GB45880,LOC725105,XM_006568616.2,1.248296557,1.166441045,0.09474464
GB45880,LOC725105,XM_006568617.2,1.335875332,1.309681698,0.09571616
GB45880,LOC725105,XM_006568618.2,1.314166281,1.263621424,0.0861056
GB45880,LOC725105,XM_006568619.2,1.379582184,1.324398896,0.08694158
GB45815,LOC413759,XM_006568620.2,1.540963108,0.915513376,0.00246956
GB45815,LOC413759,XM_006568621.2,1.45456191,0.857152554,0.00215031
GB45815,LOC413759,XM_006568622.2,1.604855809,0.949618822,0.00246956
GB45814,LOC410726,XM_006568623.2,1.07111987,1.205009854,0.21815523
GB45814,LOC410726,XM_006568624.2,1.064310664,1.197349497,0.21815523
GB45884,LOC408592,XM_006568625.2,1.224600502,0.933028954,0.00467141
GB45884,LOC408592,XM_006568626.2,1.074669723,1.012669546,0.00480793
GB45884,LOC408592,XM_006568627.2,1.21928267,0.970910275,0.00467141
GB45812,LOC408594,XM_006568628.2,1.21661201,1.142877949,0.02631575
GB45812,LOC408594,XM_006568629.2,1.207620654,1.140530618,0.02688852
GB45812,LOC408594,XM_006568630.2,1.203802312,1.137198496,0.02631575
GB45812,LOC408594,XM_006568632.2,1.241080414,1.091691105,0.01513234
GB45812,LOC408594,XM_006568633.2,1.108976725,1.179049431,0.03270638
GB45812,LOC408594,XM_006568634.2,1.099959587,1.178962209,0.0303888
GB45810,LOC408595,XM_006568636.2,1.405274156,0.998484269,0.00261573
GB45810,LOC408595,XM_006568637.2,1.394463571,0.98774503,0.00258117
GB45810,LOC408595,XM_006568638.2,1.418358437,0.992850906,0.00261573
GB45886,LOC410727,XM_006568639.2,0.908412512,0.971061651,0.1937078
GB45809,LOC410728,XM_006568640.2,1.266675939,1.034562547,0.00232206
GB45809,LOC410728,XM_006568641.2,1.267497143,1.035233269,0.00232206
GB45887,LOC100578300,XM_006568644.2,1.219236346,0.996747961,0.00221037
GB45887,LOC100578300,XM_006568645.2,1.222320609,0.970921335,0.00228172
GB45887,LOC100578300,XM_006568646.2,1.249716678,1.019272468,0.00221037
GB45887,LOC100578300,XM_006568647.2,1.176007866,0.997050147,0.00164564
GB45887,LOC100578300,XM_006568648.2,1.300519558,0.992501768,0.00164019
