ID	RNAacc	CDSlen_ucsc	IntronLen_ucsc	UTRlen_ucsc	TotalLen_ucsc	CDSlen_GB	Q_bagel	SW_bagel	RW_bagel	Q/SW	log2Q/SW	P(Q>N)	P(Q>O)	P(N>Q)	P(N>O)	P(O>Q)	P(O>N)	Sig	FlyID	OGID	NoSpecies	AmelBranch	NvitBranch	ID2	CAI	ID3	Nc	ID4	Len_aa	Len_sym	GC	GC3s	GCn3s	GC1	GC2	GC3	T1	T2	T3	C1	C2	C3	A1	A2	A3	G1	G2	G3	RNAacc2	IntronGC	chromosome	start	end	RNAacc3	length	validLength	nrLength	gcContent	cpgContent	cpgOE	gpcContent	gpcOE	nrGCcontent	nrCpGcontent	nrCpGOE	nrGpCContent	nrGpCOE	abs_log2Q/SW 
GB15922	XM_393046	654	1077	179	1910	654	0.923224639	1.04467484	1.032100521	0.883743538	-0.178300334	0.2567	0.2718	0.7433	0.524	0.7282	0.476	NS						GB15922-RA	0.835	GB15922-RA	37.23	GB15922-RA	217	208	0.329	0.178	0.4	0.438	0.336	0.212	0.249	0.309	0.382	0.157	0.212	0.101	0.313	0.355	0.406	0.281	0.124	0.111	XM_393046	0.18	chrUn	57534928	57536838	XM_393046	1911	1911	1471	0.238095238	0.010994764	0.778139748	0.019895288	1.408062401	0.295717199	0.014354067	0.657826132	0.025974026	1.190352049	0.178300334
GB15923						141																		GB15923-RA	0.689	GB15923-RA	61	GB15923-RA	46	45	0.355	0.267	0.398	0.565	0.217	0.283	0.174	0.239	0.413	0.283	0.022	0.13	0.261	0.543	0.304	0.283	0.196	0.152																				
GB15924	XM_001120813					516													FBgn0034763	8087	4	0.038238	0.063592	GB15924-RA	0.744	GB15924-RA	46.29	GB15924-RA	171	168	0.409	0.262	0.481	0.497	0.456	0.275	0.135	0.164	0.374	0.205	0.216	0.14	0.368	0.38	0.351	0.292	0.24	0.135																				
GB15925	XR_014998					2211	0.98128686	1.017417842	1.001295299	0.964487568	-0.052165453	0.2902	0.379	0.7098	0.6147	0.621	0.3853	NS		733	4	0.073684	0.056606	GB15925-RA	0.788	GB15925-RA	46.46	GB15925-RA	736	697	0.378	0.244	0.44	0.495	0.356	0.284	0.223	0.281	0.361	0.151	0.174	0.103	0.283	0.363	0.355	0.344	0.182	0.181																				0.052165453
GB15926						393																		GB15926-RA	0.664	GB15926-RA	35.42	GB15926-RA	130	128	0.477	0.32	0.553	0.646	0.454	0.331	0.108	0.269	0.431	0.269	0.192	0.185	0.246	0.277	0.238	0.377	0.262	0.146																				
GB15927	XM_001122057					1581																		GB15927-RA	0.681	GB15927-RA	52.37	GB15927-RA	526	514	0.364	0.444	0.325	0.352	0.283	0.456	0.255	0.337	0.283	0.154	0.156	0.213	0.394	0.38	0.26	0.198	0.127	0.243																				
GB15928	XM_623699	1128	4469	0	5597	1113																		GB15928-RA	0.849	GB15928-RA	40.61	GB15928-RA	370	361	0.303	0.147	0.378	0.443	0.297	0.168	0.216	0.319	0.441	0.13	0.149	0.084	0.341	0.384	0.392	0.314	0.149	0.084	XM_623699	0.12	chrUn	62759603	62765200	XM_623699	5598	5548	2287	0.157534247	0.003606203	0.590950549	0.009015507	1.477376372	0.260603411	0.007502207	0.459261569	0.019417476	1.188677003	
GB15929						1473	1.025563959	0.987918448	0.986517593	1.038105889	0.05395361	0.7478	0.7857	0.2522	0.5411	0.2143	0.4589	NS		5100	4	0.15961	0.25405	GB15929-RA	0.873	GB15929-RA	37.08	GB15929-RA	490	478	0.274	0.1	0.358	0.39	0.31	0.122	0.218	0.257	0.433	0.141	0.192	0.049	0.392	0.433	0.445	0.249	0.118	0.073																				0.05395361
GB15930	XM_623805	1284	0	0	1284	783	0.894870602	1.019024949	1.086104449	0.878163585	-0.187438384	0.1614	0.0726	0.8386	0.3104	0.9274	0.6896	NS	FBgn0032391	2953	5	0.042287	0.00392	GB15930-RA	0.867	GB15930-RA	34.26	GB15930-RA	260	246	0.337	0.085	0.453	0.469	0.408	0.135	0.254	0.262	0.477	0.177	0.169	0.058	0.277	0.331	0.388	0.292	0.238	0.077			chrUn	29698197	29699481	XM_623805	1285	1285	1285	0.347081712	0.01635514	0.562063277	0.028816199	0.990301965	0.347081712	0.01635514	0.562063277	0.028816199	0.990301965	0.187438384
GB15931						354																		GB15931-RA	0.687	GB15931-RA	57.09	GB15931-RA	117	113	0.456	0.398	0.483	0.59	0.359	0.419	0.162	0.162	0.325	0.265	0.179	0.145	0.248	0.479	0.256	0.325	0.179	0.274																				
GB15932	XM_624406	1374	625	208	2207	1374																		GB15932-RA	0.87	GB15932-RA	35.18	GB15932-RA	457	439	0.283	0.096	0.371	0.411	0.306	0.131	0.23	0.328	0.427	0.149	0.155	0.057	0.359	0.365	0.442	0.263	0.151	0.074	XM_624406	0.13	chrUn	56157622	56159829	XM_624406	2208	2208	1568	0.219202899	0.005437245	0.459697653	0.019030358	1.608941784	0.276785714	0.007677543	0.409772972	0.024952015	1.331762158	
GB15933	XM_624232	1164	2259	140	3563	1164	1.301574197	0.762077016	0.936348787	1.707929999	0.772248846	0.9996	0.9832	0.0004	0.0621	0.0168	0.9379	Q	FBgn0038321	4870	4	0.18419	0.35946	GB15933-RA	0.779	GB15933-RA	47.71	GB15933-RA	387	372	0.365	0.261	0.414	0.463	0.344	0.289	0.191	0.289	0.354	0.121	0.189	0.129	0.346	0.367	0.357	0.341	0.155	0.16	XM_624232	0.18	chr15	5923982	5927545	XM_624232	3564	3564	2794	0.246071829	0.019365703	1.294480857	0.019365703	1.294480857	0.29634932	0.024811219	1.148885698	0.024811219	1.148885698	0.772248846
GB15934	XM_001122451					873																		GB15934-RA	0.706	GB15934-RA	52.01	GB15934-RA	290	281	0.43	0.423	0.433	0.431	0.417	0.441	0.214	0.252	0.269	0.179	0.252	0.179	0.355	0.331	0.29	0.252	0.166	0.262																				
GB15935						1836																		GB15935-RA	0.752	GB15935-RA	46.39	GB15935-RA	611	584	0.386	0.298	0.428	0.457	0.373	0.329	0.236	0.336	0.383	0.18	0.205	0.101	0.308	0.291	0.288	0.277	0.169	0.227																				
GB15936	XM_392161	981	8137	388	9506	981	1.022292261	0.957982871	1.019724867	1.06713	0.093735939	0.9016	0.6352	0.0984	0.1489	0.3648	0.8511	NS		5466	4	0.024062	0.057537	GB15936-RA	0.8	GB15936-RA	41.81	GB15936-RA	326	311	0.395	0.199	0.486	0.521	0.426	0.236	0.138	0.252	0.319	0.212	0.27	0.077	0.34	0.322	0.445	0.31	0.156	0.16	XM_392161	0.26	chr1	4346080	4355586	XM_392161	9507	9507	7706	0.273798254	0.028929097	1.545742088	0.018935409	1.011758458	0.317674539	0.035444358	1.408741363	0.022673964	0.901180136	0.093735939
GB15937	XM_394366	603	358	239	1200	603																		GB15937-RA	0.911	GB15937-RA	28.31	GB15937-RA	200	194	0.232	0.067	0.31	0.365	0.235	0.095	0.22	0.33	0.46	0.09	0.14	0.035	0.415	0.435	0.445	0.275	0.095	0.06	XM_394366	0.1	chr2	10228765	10229965	XM_394366	1201	1201	696	0.174021649	0.0025	0.347801167	0.009166667	1.275270946	0.25	0.004341534	0.290284132	0.015918958	1.064375152	
GB15938						1038																		GB15938-RA	0.652	GB15938-RA	58.28	GB15938-RA	345	331	0.429	0.492	0.399	0.426	0.348	0.513	0.214	0.301	0.252	0.154	0.197	0.264	0.359	0.351	0.235	0.272	0.151	0.249																				
GB15939	XM_001121550					300																		GB15939-RA	0.854	GB15939-RA	30.84	GB15939-RA	99	95	0.303	0.126	0.386	0.424	0.323	0.162	0.242	0.263	0.394	0.101	0.162	0.051	0.333	0.414	0.444	0.323	0.162	0.111																				
GB15940	XM_396862	3939	1050	0	4989	4014													FBgn0015391	614	5	0.26674	0.33225	GB15940-RA	0.829	GB15940-RA	40.66	GB15940-RA	1337	1306	0.295	0.172	0.355	0.426	0.269	0.191	0.183	0.29	0.358	0.14	0.157	0.055	0.39	0.441	0.452	0.286	0.111	0.135	XM_396862	0.12	chrUn	9140836	9145825	XM_396862	4990	4990	4174	0.257915832	0.017638805	1.106144677	0.019041892	1.194133458	0.293962626	0.020883341	1.011018803	0.022323572	1.080744237	
GB15941						2304																		GB15941-RA	0.613	GB15941-RA	47.1	GB15941-RA	767	738	0.497	0.565	0.464	0.576	0.332	0.581	0.119	0.228	0.141	0.159	0.206	0.134	0.305	0.439	0.278	0.417	0.126	0.447																				
GB15942						1008																		GB15942-RA	0.691	GB15942-RA	58.23	GB15942-RA	335	330	0.395	0.388	0.399	0.433	0.355	0.397	0.155	0.23	0.307	0.125	0.194	0.131	0.412	0.415	0.296	0.307	0.161	0.266																				
GB15943	XM_624315	599	612	0	1211	477																		GB15943-RA	0.746	GB15943-RA	50.98	GB15943-RA	158	156	0.363	0.308	0.39	0.437	0.335	0.316	0.215	0.354	0.354	0.158	0.158	0.152	0.348	0.31	0.329	0.278	0.177	0.165	XM_624315	0.23	chrUn	166500741	166501952	XM_624315	1212	1212	1107	0.329207921	0.04954583	1.841227726	0.029727498	1.104736635	0.356820235	0.054397099	1.720991128	0.032638259	1.032594677	
GB15944	XR_015022					2766																		GB15944-RA	0.66	GB15944-RA	54.6	GB15944-RA	904	859	0.445	0.478	0.429	0.463	0.366	0.504	0.217	0.324	0.236	0.177	0.201	0.243	0.32	0.31	0.26	0.287	0.165	0.261																				
GB15945	XM_001120531					1119																		GB15945-RA	0.519	GB15945-RA	44.46	GB15945-RA	372	361	0.591	0.753	0.513	0.543	0.468	0.761	0.153	0.212	0.124	0.253	0.247	0.374	0.304	0.32	0.116	0.29	0.22	0.387																				
GB15946	XM_624059	1389	1125	0	2514	1395													FBgn0032076	3475	4	0.38459	0.35101	GB15946-RA	0.796	GB15946-RA	45.49	GB15946-RA	464	443	0.343	0.205	0.407	0.444	0.343	0.241	0.198	0.312	0.388	0.153	0.181	0.095	0.358	0.345	0.371	0.291	0.162	0.147	XM_624059	0.14	chrUn	164361991	164364505	XM_624059	2515	2515	1829	0.251292247	0.021081941	1.383637054	0.021479714	1.409743414	0.318753417	0.028571429	1.168724802	0.02967033	1.213675756	
GB15947	XM_397177	3339	2711	0	6050	3363																		GB15947-RA	0.64	GB15947-RA	56.06	GB15947-RA	1120	1102	0.492	0.509	0.484	0.486	0.473	0.517	0.219	0.204	0.25	0.218	0.278	0.236	0.296	0.322	0.233	0.268	0.196	0.281	XM_397177	0.26	chr3	6642339	6648389	XM_397177	6051	6051	5493	0.386217154	0.046115702	1.237283226	0.042975207	1.153023795	0.414163481	0.050328228	1.17441129	0.04595186	1.072288569	
GB15948	XM_001121604					315																		GB15948-RA	0.833	GB15948-RA	42.64	GB15948-RA	104	98	0.359	0.122	0.467	0.538	0.365	0.173	0.192	0.279	0.442	0.221	0.202	0.038	0.269	0.356	0.385	0.317	0.163	0.135																				
GB15949	XM_624143	2061	1863	0	3924	2049														949	4	0.059472	0.13792	GB15949-RA	0.865	GB15949-RA	36.13	GB15949-RA	682	649	0.316	0.099	0.417	0.475	0.33	0.142	0.211	0.251	0.39	0.154	0.161	0.045	0.314	0.419	0.468	0.321	0.169	0.097	XM_624143	0.12	chrUn	14328117	14332041	XM_624143	3925	3925	2721	0.223949045	0.011977574	0.993774233	0.020642202	1.712674741	0.297317163	0.01663586	0.787124609	0.02883549	1.364349322	
GB15950	XM_397372	966	1092	0	2058	978													FBgn0037911	5883	4	0.36462	0.098773	GB15950-RA	0.865	GB15950-RA	36.47	GB15950-RA	325	311	0.307	0.1	0.404	0.431	0.351	0.138	0.212	0.338	0.363	0.169	0.206	0.052	0.357	0.311	0.498	0.262	0.145	0.086	XM_397372	0.13	chr2	8542975	8545033	XM_397372	2059	2059	1340	0.214667314	0.008746356	0.762257349	0.01797862	1.566862329	0.299253731	0.012753188	0.571861575	0.026256564	1.177362066	
GB15951						387																		GB15951-RA	0.798	GB15951-RA	42.15	GB15951-RA	128	123	0.414	0.163	0.533	0.578	0.469	0.195	0.148	0.172	0.438	0.188	0.242	0.094	0.273	0.359	0.367	0.391	0.227	0.102																				
GB15952	XM_393413	1194	2638	656	4488	1194	1.112958885	0.896333101	0.990708014	1.24168	0.312293417	0.9975	0.939	0.0025	0.0884	0.061	0.9116	Q	FBgn0024891	3425	5	0.2217	0.19592	GB15952-RA	0.824	GB15952-RA	39.15	GB15952-RA	397	381	0.33	0.16	0.41	0.436	0.36	0.194	0.227	0.295	0.398	0.174	0.209	0.076	0.338	0.345	0.408	0.262	0.151	0.118	XM_393413	0.18	chrUn	13391726	13396214	XM_393413	4489	4489	3561	0.233459568	0.016934046	1.244257168	0.015819964	1.162398144	0.275484414	0.021162528	1.116382877	0.019469526	1.027072247	0.312293417
GB15953	XM_001120003					546	0.980078276	1.015606113	1.004315611	0.965018095	-0.051372101	0.2883	0.391	0.7117	0.6123	0.609	0.3877	NS						GB15953-RA	0.67	GB15953-RA	51.97	GB15953-RA	181	175	0.442	0.4	0.462	0.564	0.343	0.42	0.155	0.315	0.282	0.182	0.166	0.249	0.282	0.343	0.298	0.381	0.177	0.171																				0.051372101
GB15954	XM_394536	1245	453	0	1698	1245													FBgn0025674	3500	5	0.074337	0.073946	GB15954-RA	0.896	GB15954-RA	33.88	GB15954-RA	414	393	0.346	0.094	0.463	0.457	0.442	0.14	0.215	0.242	0.423	0.205	0.321	0.043	0.329	0.316	0.437	0.251	0.121	0.097	XM_394536	0.12	chr5	4825883	4827581	XM_394536	1699	1699	1370	0.284873455	0.002944641	0.145947853	0.02237927	1.109203681	0.342335766	0.003668379	0.125756708	0.027879677	0.955750979	
GB15955						870																		GB15955-RA	0.836	GB15955-RA	38.13	GB15955-RA	289	282	0.319	0.149	0.402	0.419	0.37	0.17	0.253	0.266	0.436	0.135	0.211	0.08	0.329	0.363	0.394	0.284	0.159	0.09																				
GB15956						300																		GB15956-RA	0.746	GB15956-RA	52.07	GB15956-RA	99	93	0.38	0.29	0.422	0.424	0.384	0.333	0.242	0.343	0.343	0.192	0.212	0.141	0.333	0.273	0.323	0.232	0.172	0.192																				
GB15957	XR_015077					2544																		GB15957-RA	0.657	GB15957-RA	56.2	GB15957-RA	847	811	0.451	0.466	0.444	0.479	0.385	0.489	0.216	0.313	0.287	0.188	0.21	0.266	0.305	0.302	0.224	0.292	0.175	0.223																				
GB15958						2100													FBgn0038324	2076	5	0.26704	0.31729	GB15958-RA	0.855	GB15958-RA	36.47	GB15958-RA	699	667	0.283	0.12	0.359	0.368	0.322	0.16	0.286	0.373	0.429	0.136	0.192	0.057	0.346	0.305	0.411	0.232	0.13	0.103																				
GB15959	XM_396647	2064	20119	1138	23321	2052	0.952176095	1.118663123	0.929160782	0.851173222	-0.23247533	0.1113	0.5959	0.8887	0.9375	0.4041	0.0625	NS						GB15959-RA	0.645	GB15959-RA	56.51	GB15959-RA	683	652	0.452	0.486	0.437	0.508	0.34	0.51	0.18	0.278	0.22	0.19	0.176	0.237	0.312	0.382	0.271	0.318	0.164	0.272	XM_396647	0.33	chrUn	10701440	10724761	XM_396647	23322	23272	21181	0.343374012	0.060678986	2.05856357	0.032960894	1.118214064	0.36697984	0.065881017	1.956872886	0.035401581	1.051538016	0.23247533
GB15960	XM_001120246					468																		GB15960-RA	0.835	GB15960-RA	51.93	GB15960-RA	155	150	0.312	0.173	0.378	0.426	0.31	0.2	0.181	0.265	0.381	0.142	0.155	0.09	0.394	0.426	0.419	0.284	0.155	0.11																				
GB15961						1683																		GB15961-RA	0.85	GB15961-RA	37.61	GB15961-RA	560	548	0.268	0.12	0.34	0.409	0.257	0.139	0.22	0.334	0.368	0.175	0.166	0.059	0.371	0.409	0.493	0.234	0.091	0.08																				
GB15962	XM_394292	1494	1179	243	2916	1437													FBgn0033762	2615	4	0.13828	0.069106	GB15962-RA	0.841	GB15962-RA	37.77	GB15962-RA	478	459	0.335	0.137	0.429	0.485	0.349	0.172	0.226	0.318	0.391	0.138	0.192	0.061	0.289	0.333	0.437	0.347	0.157	0.111	XM_394292	0.18	chr2	1805397	1808313	XM_394292	2917	2917	2503	0.255399383	0.011316872	0.715429963	0.019547325	1.235742664	0.286056732	0.013226453	0.667890564	0.02244489	1.133390048	
GB15963	XM_001122227					609																		GB15963-RA	0.7	GB15963-RA	48.2	GB15963-RA	202	198	0.414	0.384	0.429	0.5	0.347	0.396	0.158	0.272	0.252	0.173	0.188	0.178	0.342	0.381	0.351	0.327	0.158	0.218																				
GB15964	XM_625204	1227	2027	287	3541	1227													FBgn0036939	4869	5	0.53171	0.2057	GB15964-RA	0.814	GB15964-RA	43.15	GB15964-RA	408	392	0.331	0.186	0.399	0.4	0.375	0.218	0.255	0.326	0.402	0.154	0.216	0.076	0.346	0.299	0.38	0.245	0.159	0.142	XM_625204	0.14	chrUn	17581836	17585377	XM_625204	3542	3542	2288	0.205533597	0.011296244	1.082038643	0.012708274	1.217293474	0.270979021	0.016688625	0.929562684	0.018884497	1.051873564	
GB15965	XM_392250	2955	15364	657	18976	2955	1.035124421	0.91620958	1.048665999	1.12979	0.176054636	0.9774	0.8042	0.0226	0.0818	0.1958	0.9182	NS						GB15965-RA	0.546	GB15965-RA	48.79	GB15965-RA	984	965	0.551	0.702	0.478	0.484	0.461	0.707	0.18	0.202	0.145	0.182	0.233	0.319	0.336	0.336	0.147	0.302	0.229	0.388	XM_392250	0.33	chr2	11299376	11318352	XM_392250	18977	18977	18084	0.366074722	0.052856239	1.579128949	0.034359191	1.026512537	0.379893829	0.055417151	1.538230822	0.035874439	0.995777795	0.176054636
GB15966	XM_001123013					216																		GB15966-RA	0.831	GB15966-RA	38.05	GB15966-RA	71	65	0.263	0.246	0.27	0.239	0.239	0.31	0.239	0.324	0.366	0.085	0.141	0.113	0.521	0.437	0.324	0.155	0.099	0.197																				
GB15967						2283																		GB15967-RA	0.765	GB15967-RA	47.67	GB15967-RA	760	743	0.328	0.279	0.352	0.378	0.312	0.295	0.183	0.207	0.345	0.125	0.178	0.101	0.439	0.482	0.361	0.253	0.134	0.193																				
GB15968	XM_624069	1278	8206	362	9846	1152	0.922412786	1.060064446	1.017522768	0.870147838	-0.200667559	0.517	0.5825	0.483	0.5634	0.4175	0.4366	NS	FBgn0037950	2365	4	0.00882	0.031166	GB15968-RA	0.53	GB15968-RA	44.65	GB15968-RA	383	360	0.535	0.775	0.426	0.449	0.368	0.789	0.243	0.337	0.112	0.209	0.245	0.415	0.308	0.295	0.099	0.24	0.123	0.373	XM_624069	0.38	chr1	16876299	16886145	XM_624069	9847	9452	9219	0.398222598	0.066772487	1.684764827	0.033968254	0.857067369	0.402321293	0.068505048	1.693440469	0.034849636	0.861480809	0.200667559
GB15969	XM_001120598					1026														6364	4	0.23745	0.27458	GB15969-RA	0.869	GB15969-RA	35.97	GB15969-RA	341	330	0.288	0.097	0.38	0.425	0.314	0.126	0.246	0.308	0.425	0.164	0.179	0.038	0.328	0.378	0.449	0.261	0.135	0.088																				
GB15970	XM_001120397					786																		GB15970-RA	0.813	GB15970-RA	45.12	GB15970-RA	261	252	0.35	0.23	0.407	0.414	0.379	0.257	0.234	0.375	0.322	0.123	0.249	0.13	0.352	0.245	0.421	0.291	0.13	0.126																				
GB15971	XM_396096	2298	2197	0	4495	2259													FBgn0034487	1916	5	0.29786	0.37281	GB15971-RA	0.72	GB15971-RA	52.33	GB15971-RA	752	721	0.375	0.343	0.391	0.451	0.306	0.37	0.21	0.311	0.339	0.178	0.158	0.164	0.339	0.383	0.291	0.273	0.148	0.206	XM_396096	0.19	chrUn	22672035	22676530	XM_396096	4496	4496	3618	0.286032028	0.030923248	1.51717341	0.022246941	1.091491662	0.33222775	0.038258941	1.390696865	0.026337677	0.957363784	
GB15972	XM_391863	1962	519	332	2813	1965	0.957777955	1.050165217	0.992056828	0.912025974	-0.132853183	0.1837	0.5767	0.8163	0.8688	0.4233	0.1312	NS	FBgn0020391	1094	4	0.070912	0.16837	GB15972-RA	0.827	GB15972-RA	42.11	GB15972-RA	654	621	0.342	0.172	0.421	0.457	0.355	0.214	0.24	0.298	0.414	0.183	0.182	0.086	0.303	0.347	0.372	0.274	0.173	0.128	XM_391863	0.15	chr11	2430069	2432882	XM_391863	2814	2814	2502	0.294953802	0.01955208	0.911679265	0.022751511	1.060863145	0.324540368	0.022052927	0.849887102	0.025661588	0.988959537	0.132853183
GB15973	XM_001121564					2352														4224	4	0.26758	0.48389	GB15973-RA	0.856	GB15973-RA	35.47	GB15973-RA	783	770	0.25	0.101	0.322	0.391	0.243	0.116	0.209	0.317	0.372	0.153	0.147	0.051	0.4	0.441	0.512	0.238	0.096	0.065																				
GB15974	XM_623761	2778	60411	0	63189	780																		GB15974-RA	0.549	GB15974-RA	45.27	GB15974-RA	259	257	0.642	0.673	0.627	0.649	0.602	0.676	0.162	0.189	0.162	0.417	0.394	0.305	0.189	0.208	0.162	0.232	0.208	0.371	XM_623761	0.45	chr2	5260147	5323336	XM_623761	63190	62241	59021	0.447245385	0.076031942	1.522110642	0.044266272	0.886182337	0.45180529	0.078842891	1.545690692	0.046148626	0.90472965	
GB15975	XM_395573	1786	191	0	1977	1875																		GB15975-RA	0.865	GB15975-RA	36.08	GB15975-RA	624	616	0.315	0.106	0.417	0.425	0.402	0.117	0.224	0.248	0.439	0.17	0.226	0.075	0.351	0.349	0.444	0.255	0.176	0.042	XM_395573	0.12	chr1	4497026	4499003	XM_395573	1978	1978	1872	0.298786653	0.017197774	0.770674133	0.015174507	0.680006588	0.314636752	0.018191546	0.735143381	0.016051364	0.648655925	
GB15976						2517																		GB15976-RA	0.695	GB15976-RA	54.03	GB15976-RA	838	797	0.395	0.42	0.383	0.384	0.352	0.449	0.271	0.341	0.279	0.137	0.202	0.216	0.345	0.307	0.272	0.247	0.15	0.233																				
GB15977	XM_393563	816	863	322	2001	816	0.995272794	1.016461217	0.988265988	0.979154716	-0.030391258	0.3866	0.5602	0.6134	0.6827	0.4398	0.3173	NS	FBgn0039179	4642	5	0.05088	0.032759	GB15977-RA	0.823	GB15977-RA	39.7	GB15977-RA	271	260	0.333	0.173	0.409	0.446	0.347	0.207	0.218	0.31	0.402	0.155	0.192	0.092	0.336	0.343	0.391	0.292	0.155	0.114	XM_393563	0.19	chr3	10632365	10634366	XM_393563	2002	2002	1571	0.254245754	0.010494753	0.652868481	0.023988006	1.492270814	0.302355188	0.013435701	0.58978123	0.029430582	1.291901742	0.030391258
GB15978	XM_392678	1434	4100	1291	6825	1437	0.977599927	1.007612245	1.014787828	0.970214417	-0.043624477	0.2044	0.1915	0.7956	0.4728	0.8085	0.5272	NS						GB15978-RA	0.827	GB15978-RA	40.79	GB15978-RA	478	457	0.327	0.14	0.415	0.464	0.339	0.178	0.203	0.291	0.406	0.19	0.201	0.063	0.333	0.37	0.416	0.274	0.138	0.115	XM_392678	0.2	chr8	5630008	5636833	XM_392678	6826	6826	4815	0.23556988	0.018461538	1.331815036	0.021831502	1.57492413	0.303634476	0.026282854	1.141459468	0.030871923	1.340761915	0.043624477
GB15979	XM_392573	3462	6105	114	9681	3456	1.127459806	0.95083307	0.921707124	1.185759984	0.245812016	0.9789	0.9922	0.0211	0.6832	0.0078	0.3168	Q		3377	4	0.18686	0.068809	GB15979-RA	0.783	GB15979-RA	45.95	GB15979-RA	1151	1105	0.412	0.216	0.504	0.557	0.431	0.248	0.124	0.175	0.327	0.219	0.262	0.083	0.319	0.394	0.426	0.338	0.169	0.165	XM_392573	0.24	chr7	1439195	1448876	XM_392573	9682	9682	8684	0.304585829	0.021691974	0.939468179	0.025720483	1.113940841	0.330032243	0.024120023	0.889606064	0.028736295	1.059865598	0.245812016
GB15980	XM_396216	8202	8693	0	16895	8202																		GB15980-RA	0.666	GB15980-RA	53.77	GB15980-RA	2733	2662	0.479	0.477	0.48	0.521	0.426	0.49	0.18	0.194	0.261	0.179	0.297	0.226	0.298	0.38	0.249	0.343	0.129	0.264	XM_396216	0.32	chr9	5132526	5149421	XM_396216	16896	16896	16393	0.399680398	0.053506955	1.340138043	0.035927789	0.899849328	0.408040017	0.055131571	1.32478738	0.03705965	0.890527065	
GB15981						447																		GB15981-RA	0.744	GB15981-RA	46.81	GB15981-RA	148	145	0.399	0.262	0.465	0.514	0.405	0.277	0.223	0.209	0.358	0.243	0.23	0.115	0.264	0.385	0.365	0.27	0.176	0.162																				
GB15982	XM_001122361					1179													FBgn0037338	5461	4	0.38657	0.15635	GB15982-RA	0.866	GB15982-RA	37.82	GB15982-RA	392	378	0.273	0.124	0.343	0.342	0.321	0.156	0.283	0.316	0.487	0.117	0.184	0.061	0.375	0.362	0.357	0.224	0.138	0.094																				
GB15983	XM_397014	1533	2081	0	3614	1575													FBgn0000139	1536	4	0.06937	0.14376	GB15983-RA	0.876	GB15983-RA	35.4	GB15983-RA	524	500	0.346	0.096	0.463	0.483	0.418	0.137	0.208	0.246	0.445	0.179	0.214	0.05	0.309	0.336	0.418	0.303	0.204	0.088	XM_397014	0.14	chrUn	13214884	13218498	XM_397014	3615	3615	2362	0.229322268	0.003597122	0.27756261	0.019092418	1.473216929	0.312870449	0.00553427	0.231176515	0.028097063	1.173665382	
GB15984	XM_623514	726	1704	355	2785	726																		GB15984-RA	0.765	GB15984-RA	52.2	GB15984-RA	241	223	0.44	0.26	0.52	0.515	0.49	0.315	0.191	0.207	0.353	0.249	0.278	0.1	0.295	0.303	0.332	0.266	0.212	0.216	XM_623514	0.22	chr14	6391227	6394012	XM_623514	2786	2786	2121	0.314429289	0.036983842	1.50291376	0.033752244	1.371591199	0.389438944	0.048676749	1.286833777	0.043005671	1.136911395	
GB15985	XM_001122320					1350													FBgn0035687	5513	4	0.11289	0.27158	GB15985-RA	0.678	GB15985-RA	55.18	GB15985-RA	449	436	0.431	0.443	0.425	0.416	0.416	0.459	0.241	0.274	0.29	0.189	0.249	0.236	0.343	0.31	0.252	0.227	0.167	0.223																				
GB15986	XM_395065	618	2398	50	3066	630													FBgn0024814	7317	4	0.085451	0.055262	GB15986-RA	0.845	GB15986-RA	44.06	GB15986-RA	209	202	0.383	0.144	0.496	0.574	0.402	0.172	0.144	0.206	0.335	0.158	0.273	0.053	0.282	0.392	0.493	0.416	0.129	0.12	XM_395065	0.19	chrUn	47080933	47083999	XM_395065	3067	2715	1450	0.198158379	0.006266126	0.642612033	0.021009952	2.154640344	0.303448276	0.010423905	0.457819166	0.039610841	1.739712831	
