target_id	length	eff_length	est_counts	tpm
XM_016916540.1	2143	1974.21	77.8571	2.44387
XM_016916541.1	4028	3859.21	13.47	0.216292
XM_016916542.1	4940	4771.21	2.92841e-05	3.80344e-07
XM_016916543.1	4303	4134.21	0	0
XM_016916544.1	1511	1342.21	60.3773	2.78757
XM_016916545.1	4222	4053.21	0	0
XM_016916546.1	3662	3493.21	0	0
XM_016916547.1	3228	3059.21	15.39	0.311747
XM_016916548.1	3021	2852.21	434.808	9.4469
XM_016916549.1	4024	3855.21	1487	23.9021
XM_016916550.1	2499	2330.21	824.04	21.9142
XM_016916551.1	3652	3483.21	6225.69	110.76
XM_016916552.1	2435	2266.21	2020.85	55.2594
XM_016916553.1	551	382.555	6.61126	1.07094
XM_016916554.1	3311	3142.21	0.149896	0.00295616
XM_016916555.1	3184	3015.21	227.317	4.67183
XM_016916556.1	2714	2545.21	0	0
XM_016916557.1	4039	3870.21	6729.17	107.746
XM_016916558.1	3537	3368.21	82.3862	1.51575
XM_016916559.1	3520	3351.21	310.458	5.74083
XM_016916560.1	1948	1779.21	0	0
XM_016916561.1	3248	3079.21	686.499	13.8157
XM_016916562.1	2867	2698.21	40.7389	0.935636
XM_016916563.1	1364	1195.21	596.031	30.9028
XM_016916564.1	2804	2635.21	0	0
XM_016916565.1	4577	4408.21	470.467	6.61363
XM_016916566.1	1943	1774.21	22.7361	0.794115
XM_016916567.1	2419	2250.21	10.4892	0.288863
XM_016916568.1	5144	4975.21	183.877	2.29028
XM_016916569.1	2423	2254.21	1.25161	0.0344071
XM_016916570.1	1744	1575.21	8	0.31472
XM_016916571.1	2801	2632.21	0	0
XM_016916572.1	2795	2626.21	9.25921	0.218483
XM_016916573.1	2976	2807.21	0	0
XM_016916574.1	1111	942.211	90.1343	5.92809
XM_016916575.1	2917	2748.21	2706	61.017
XM_016916576.1	5291	5122.21	1031.76	12.4823
XM_016916577.1	4553	4384.21	564.561	7.97981
XM_016916578.1	5383	5214.21	536.542	6.37658
XM_016916579.1	5700	5531.21	36.4164	0.40799
XM_016916580.1	3645	3476.21	87.7685	1.56461
XM_016916581.1	3481	3312.21	210.595	3.94006
XM_016916582.1	2839	2670.21	21.9584	0.509599
XM_016916583.1	3853	3684.21	127.274	2.14076
XM_016916584.1	2821	2652.21	0	0
XM_016916585.1	2161	1992.21	0.572455	0.0178065
XM_016916586.1	2158	1989.21	123.272	3.84023
XM_016916587.1	2431	2262.21	0	0
XM_016916588.1	2045	1876.21	58.5932	1.93526
XM_016916589.1	2041	1872.21	119.615	3.95917
XM_016916590.1	1830	1661.21	62.7919	2.34235
XM_016916591.1	2217	2048.21	69.6107	2.10608
XM_016916592.1	620	451.476	6	0.823549
XM_016916593.1	843	674.285	4988	458.412
XM_016916594.1	4830	4661.21	215	2.85833
XM_016916595.1	3492	3323.21	575.508	10.7317
XM_016916596.1	3357	3188.21	9	0.174932
XM_016916597.1	453	285.666	3.33164	0.722723
XM_016916598.1	8265	8096.21	333.041	2.54911
XM_016916599.1	1735	1566.21	764	30.2285
XM_016916600.1	1100	931.211	13.4562	0.895464
XM_016916601.1	1088	919.211	14.5438	0.980472
XM_016916602.1	6764	6595.21	2729	25.6418
XM_016916603.1	1944	1775.21	0	0
XM_016916604.1	2245	2076.21	0	0
XM_016916605.1	2234	2065.21	3.62239	0.108693
XM_016916606.1	2209	2040.21	3.98362	0.120997
XM_016916607.1	2206	2037.21	4.0012	0.12171
XM_016916608.1	2002	1833.21	0	0
XM_016916609.1	2219	2050.21	0	0
XM_016916610.1	2013	1844.21	0	0
XM_016916611.1	2145	1976.21	0	0
XM_016916612.1	2146	1977.21	0	0
XM_016916613.1	4762	4593.21	3137.45	42.3286
XM_016916614.1	1476	1307.21	1843.72	87.4021
XM_016916615.1	2289	2120.21	1153	33.6995
XM_016916616.1	4317	4148.21	402.948	6.01951
XM_016916617.1	11177	11008.2	3.41506e-08	1.92245e-10
XM_016916618.1	11174	11005.2	390.151	2.19688
XM_016916619.1	11288	11119.2	1453.69	8.1016
XM_016916620.1	11101	10932.2	2303.68	13.0583
XM_016916621.1	10809	10640.2	679.596	3.95798
XM_016916622.1	2204	2035.21	566	17.2338
XM_016916623.1	1529	1360.21	5772	262.962
XM_016916624.1	5559	5390.21	0	0
XM_016916625.1	5476	5307.21	3.42082e-05	3.99427e-07
XM_016916626.1	5466	5297.21	3.51674e-08	4.11401e-10
XM_016916627.1	5445	5276.21	96.6519	1.13517
XM_016916628.1	1798	1629.21	0	0
XM_016916629.1	1666	1497.21	369.767	15.3045
XM_016916630.1	1663	1494.21	17.7924	0.737899
XM_016916631.1	1663	1494.21	0	0
XM_016916632.1	1531	1362.21	1010.77	45.9812
XM_016916633.1	1531	1362.21	315.491	14.3521
XM_016916634.1	1528	1359.21	61.249	2.79245
XM_016916635.1	4359	4190.21	1697.05	25.0976
XM_016916636.1	932	763.211	39.3595	3.19579
XM_016916637.1	5787	5618.21	112.753	1.24366
XM_016916638.1	1055	886.211	33.456	2.33943
XM_016916639.1	7259	7090.21	1817.33	15.8835
XM_016916640.1	2384	2215.21	131.928	3.69059
XM_016916641.1	1064	895.211	60.1393	4.16299
XM_016916642.1	347	183.7	279.818	94.3928
XM_016916643.1	1476	1307.21	717	33.9896
XM_016916644.1	3455	3286.21	92.8717	1.7513
XM_016916645.1	3019	2850.21	4	0.0869673
XM_016916646.1	1991	1822.21	1036	35.2318
XM_016916647.1	3700	3531.21	126.5	2.21994
XM_016916648.1	1650	1481.21	45.309	1.89557
XM_016916649.1	5949	5780.21	55.6425	0.596535
XM_016916650.1	1529	1360.21	1069.37	48.7185
XM_016916651.1	1950	1781.21	1777	61.8223
XM_016916652.1	1712	1543.21	584.301	23.4631
XM_016916653.1	1761	1592.21	1286.65	50.0763
XM_016916654.1	1344	1175.21	78.9047	4.16064
XM_016916655.1	2075	1906.21	0	0
XM_016916656.1	4208	4039.21	255.304	3.91682
XM_016916657.1	6400	6231.21	3253.84	32.3591
XM_016916658.1	3782	3613.21	2.00369e-08	3.43645e-10
XM_016916659.1	7126	6957.21	43.4993	0.387454
XM_016916660.1	2861	2692.21	22.1255	0.50928
XM_016916661.1	1176	1007.21	45.1505	2.77789
XM_016916662.1	3707	3538.21	1607	28.1453
XM_016916663.1	849	680.285	0	0
XM_016916664.1	1259	1090.21	243	13.8124
XM_016916665.1	1322	1153.21	108.047	5.80599
XM_016916666.1	1244	1075.21	51.2462	2.95353
XM_016916667.1	1013	844.211	0	0
XM_016916668.1	1554	1385.21	3.63106e-08	1.62439e-09
XM_016916669.1	1030	861.211	5.44576	0.391852
XM_016916670.1	2763	2594.21	52.1426	1.24555
XM_016916671.1	5605	5436.21	133.363	1.52024
XM_016916672.1	3375	3206.21	311.808	6.02654
XM_016916673.1	3158	2989.21	109.063	2.26097
XM_016916674.1	5156	4987.21	114.082	1.41753
XM_016916675.1	5555	5386.21	594.739	6.84252
XM_016916676.1	3079	2910.21	1631.53	34.7411
XM_016916677.1	1505	1336.21	383.684	17.7939
XM_016916678.1	904	735.285	423	35.6499
XM_016916679.1	4505	4336.21	870	12.4332
XM_016916680.1	3481	3312.21	41.4631	0.775742
XM_016916681.1	2839	2670.21	346.906	8.05081
XM_016916682.1	3533	3364.21	205	3.7761
XM_016916683.1	2329	2160.21	749.12	21.4896
XM_016916684.1	2305	2136.21	138.88	4.02873
XM_016916685.1	2647	2478.21	241.06	6.02782
XM_016916686.1	1372	1203.21	21	1.08156
XM_016916687.1	2234	2065.21	20.8338	0.625141
XM_016916688.1	1295	1126.21	60.9173	3.35192
XM_016916689.1	4168	3999.21	1663.64	25.7785
XM_016916690.1	6535	6366.21	1007.65	9.8085
XM_016916691.1	3936	3767.21	62.6195	1.03006
XM_016916692.1	3854	3685.21	79.5394	1.3375
XM_016916693.1	3010	2841.21	223.594	4.87675
XM_016916694.1	1353	1184.21	450.939	23.5973
XM_016916695.1	3389	3220.21	65.5129	1.26071
XM_016916696.1	6392	6223.21	0	0
XM_016916697.1	5135	4966.21	0	0
XM_016916698.1	2809	2640.21	670.856	15.7458
XM_016916699.1	2454	2285.21	351.772	9.53912
XM_016916700.1	2283	2114.21	0	0
XM_016916701.1	799	630.285	235.216	23.1261
XM_016916702.1	2532	2363.21	16.5851	0.4349
XM_016916703.1	1020	851.211	6	0.436805
XM_016916704.1	533	364.629	4	0.679802
XM_016916705.1	917	748.211	0	0
XM_016916706.1	482	314.193	0	0
XM_016916707.1	2771	2602.21	0.00128014	3.0485e-05
XM_016916708.1	2874	2705.21	56.105	1.28521
XM_016916709.1	2837	2668.21	44.8937	1.04265
XM_016916710.1	2565	2396.21	0	0
XM_016916711.1	846	677.285	1	0.091496
XM_016916712.1	709	540.285	0	0
XM_016916713.1	2105	1936.21	0.039072	0.00125051
XM_016916714.1	1831	1662.21	28.86	1.07593
XM_016916715.1	4068	3899.21	1367	21.7253
XM_016916716.1	1815	1646.21	43.812	1.64923
XM_016916717.1	1543	1374.21	32.1141	1.44816
XM_016916718.1	1314	1145.21	8.63767	0.467395
XM_016916719.1	542	373.555	1000	165.889
XM_016916720.1	3912	3743.21	680.273	11.2619
XM_016916721.1	3150	2981.21	0	0
XM_016916722.1	2558	2389.21	917	23.7842
XM_016916723.1	4163	3994.21	252.102	3.91127
XM_016916724.1	1229	1060.21	1	0.0584495
XM_016916725.1	1264	1095.21	16.4541	0.930999
XM_016916726.1	1133	964.211	0	0
XM_016916727.1	3710	3541.21	1435	25.1115
XM_016916728.1	5200	5031.21	25.5059	0.314153
XM_016916729.1	7525	7356.21	4.01376	0.033812
XM_016916730.1	7341	7172.21	0	0
XM_016916731.1	6077	5908.21	2.63176	0.0276035
XM_016916732.1	3767	3598.21	5.3081e-06	9.14167e-08
XM_016916733.1	2715	2546.21	0	0
XM_016916734.1	2639	2470.21	0	0
XM_016916735.1	1183	1014.21	343.514	20.9889
XM_016916736.1	2179	2010.21	894.101	27.5625
XM_016916737.1	901	732.285	4	0.338496
XM_016916738.1	1159	990.211	0	0
XM_016916739.1	952	783.211	0	0
XM_016916740.1	5999	5830.21	4625.08	49.1596
XM_016916741.1	5912	5743.21	1.1544e-08	1.24558e-10
XM_016916742.1	5663	5494.21	2026.52	22.8569
XM_016916743.1	1325	1156.21	6.37172	0.341502
XM_016916744.1	1471	1302.21	62.2927	2.96434
XM_016916745.1	1243	1074.21	0	0
XM_016916746.1	1134	965.211	0	0
XM_016916747.1	1114	945.211	0	0
XM_016916748.1	1544	1375.21	41.93	1.88942
XM_016916749.1	1085	916.211	4.40564	0.29798
XM_016916750.1	3007	2838.21	2619	57.1826
XM_016916751.1	3405	3236.21	2975	56.967
XM_016916752.1	895	726.285	0	0
XM_016916753.1	1418	1249.21	6398	317.381
XM_016916754.1	1633	1464.21	779.469	32.9889
XM_016916755.1	2602	2433.21	0	0
XM_016916756.1	1380	1211.21	891	45.586
XM_016916757.1	1400	1231.21	6.69003e-07	3.3672e-08
XM_016916758.1	1766	1597.21	2376.8	92.2156
XM_016916759.1	7212	7043.21	369.725	3.25298
XM_016916760.1	2498	2329.21	0	0
XM_016916761.1	5476	5307.21	291.34	3.40178
XM_016916762.1	2374	2205.21	9.2738	0.260604
XM_016916763.1	1865	1696.21	236.449	8.63836
XM_016916764.1	699	530.338	5	0.584239
XM_016916765.1	2143	1974.21	8072	253.373
XM_016916766.1	1746	1577.21	696.46	27.364
XM_016916767.1	3137	2968.21	36.4868	0.761752
XM_016916768.1	2526	2357.21	1279	33.6237
XM_016916769.1	1617	1448.21	7054	301.84
XM_016916770.1	979	810.211	0	0
XM_016916771.1	1100	931.211	0	0
XM_016916772.1	934	765.211	0	0
XM_016916773.1	1059	890.211	3.98027	0.277072
XM_016916774.1	964	795.211	0	0
XM_016916775.1	731	562.285	52.3508	5.76953
XM_016916776.1	1689	1520.21	0	0
XM_016916777.1	1626	1457.21	0	0
XM_016916778.1	1652	1483.21	106.796	4.46195
XM_016916779.1	1362	1193.21	0	0
XM_016916780.1	1065	896.211	0	0
XM_016916781.1	1485	1316.21	32.0779	1.51027
XM_016916782.1	1020	851.211	0	0
XM_016916783.1	1162	993.211	6.88585	0.429625
XM_016916784.1	1288	1119.21	0	0
XM_016916785.1	989	820.211	3.31937	0.250786
XM_016916786.1	719	550.285	5.4535	0.614131
XM_016916787.1	1677	1508.21	152.072	6.24828
XM_016916788.1	1608	1439.21	0	0
XM_016916789.1	1051	882.211	3.06432	0.215246
XM_016916790.1	1787	1618.21	11.9864	0.459017
XM_016916791.1	1676	1507.21	56.3903	2.31848
XM_016916792.1	1587	1418.21	0	0
XM_016916793.1	1587	1418.21	20.7533	0.906816
XM_016916794.1	1546	1377.21	0	0
XM_016916795.1	1407	1238.21	49.5086	2.47776
XM_016916796.1	1354	1185.21	38.3614	2.00573
XM_016916797.1	5216	5047.21	49.0804	0.602601
XM_016916798.1	5189	5020.21	16.2154	0.20016
XM_016916799.1	5095	4926.21	982.886	12.3641
XM_016916800.1	7737	7568.21	1812.44	14.8403
XM_016916801.1	2603	2434.21	93.4602	2.37926
XM_016916802.1	2857	2688.21	540.82	12.467
XM_016916803.1	3013	2844.21	3736	81.3988
XM_016916804.1	583	414.476	0	0
XM_016916805.1	12226	12057.2	3326.03	17.0943
XM_016916806.1	12140	11971.2	1425.36	7.37836
XM_016916807.1	4097	3928.21	1245.43	19.647
XM_016916808.1	4343	4174.21	4.82193e-06	7.15846e-08
XM_016916809.1	1888	1719.21	301.338	10.8617
XM_016916810.1	1949	1780.21	186.763	6.50119
XM_016916811.1	1118	949.211	39	2.5461
XM_016916812.1	1905	1736.21	157.941	5.63724
XM_016916813.1	1970	1801.21	54.4365	1.87283
XM_016916814.1	1958	1789.21	258.987	8.96993
XM_016916815.1	1623	1454.21	289.649	12.3429
XM_016916816.1	1839	1670.21	104.272	3.86873
XM_016916817.1	1602	1433.21	34.2289	1.47998
XM_016916818.1	3566	3397.21	0	0
XM_016916819.1	6901	6732.21	14.8052	0.136279
XM_016916820.1	2110	1941.21	13.7188	0.437942
XM_016916821.1	1544	1375.21	48.2812	2.17561
XM_016916822.1	1787	1618.21	10	0.382946
XM_016916823.1	5886	5717.21	1127	12.2155
XM_016916824.1	2370	2201.21	13.8504	0.389918
XM_016916825.1	1527	1358.21	165.673	7.55889
XM_016916826.1	4195	4026.21	1057.18	16.2713
XM_016916827.1	4139	3970.21	138.825	2.16684
XM_016916828.1	6168	5999.21	2205	22.7765
XM_016916829.1	1536	1367.21	90.9103	4.12051
XM_016916830.1	1641	1472.21	179.578	7.55887
XM_016916831.1	3808	3639.21	267.489	4.55482
XM_016916832.1	6984	6815.21	117.471	1.06813
XM_016916833.1	6945	6776.21	0	0
XM_016916834.1	4012	3843.21	13.7983	0.222486
XM_016916835.1	3997	3828.21	29.0535	0.470301
XM_016916836.1	3999	3830.21	14.4249	0.233379
XM_016916837.1	1575	1406.21	56.0284	2.46906
XM_016916838.1	4972	4803.21	0	0
XM_016916839.1	4726	4557.21	905.929	12.3188
XM_016916840.1	4492	4323.21	66.9221	0.959259
XM_016916841.1	4441	4272.21	407.177	5.90614
XM_016916842.1	4903	4734.21	37.9484	0.496729
XM_016916843.1	4891	4722.21	0	0
XM_016916844.1	3021	2852.21	0	0
XM_016916845.1	2926	2757.21	89.813	2.01856
XM_016916846.1	798	629.285	2103	207.093
XM_016916847.1	3622	3453.21	5.25052	0.0942219
XM_016916848.1	1479	1310.21	125.348	5.92855
XM_016916849.1	1950	1781.21	279.364	9.71914
XM_016916850.1	1166	997.211	450.796	28.0134
XM_016916851.1	1019	850.211	35.5823	2.59347
XM_016916852.1	22843	22674.2	16592.7	45.348
XM_016916853.1	3325	3156.21	0	0
XM_016916854.1	4600	4431.21	406.228	5.68094
XM_016916855.1	2539	2370.21	2	0.0522897
XM_016916856.1	2808	2639.21	21.9178	0.514631
XM_016916857.1	2289	2120.21	42.7093	1.24829
XM_016916858.1	1330	1161.21	576.325	30.756
XM_016916859.1	3474	3305.21	414.296	7.76757
XM_016916860.1	3261	3092.21	46.2165	0.926192
XM_016916861.1	2887	2718.21	1.07417e-06	2.44886e-08
XM_016916862.1	1028	859.211	6.79616	0.490159
XM_016916863.1	1555	1386.21	24.6865	1.10358
XM_016916864.1	1236	1067.21	123.148	7.15073
XM_016916865.1	1293	1124.21	0	0
XM_016916866.1	1241	1072.21	20.1368	1.16381
XM_016916867.1	1780	1611.21	118.697	4.5652
XM_016916868.1	2455	2286.21	38.717	1.04944
XM_016916869.1	1132	963.211	56.0553	3.60635
XM_016916870.1	1103	934.211	40.8255	2.70807
XM_016916871.1	2270	2101.21	24.4118	0.719952
XM_016916872.1	1905	1736.21	7.4598e-08	2.66255e-09
XM_016916873.1	1884	1715.21	0	0
XM_016916874.1	1659	1490.21	5.51673	0.229407
XM_016916875.1	2964	2795.21	16	0.354714
XM_016916876.1	1877	1708.21	154.207	5.59417
XM_016916877.1	2278	2109.21	4712.66	138.458
XM_016916878.1	1779	1610.21	163.134	6.2782
XM_016916879.1	1947	1778.21	475	16.5533
XM_016916880.1	477	309.224	0	0
XM_016916881.1	1603	1434.21	369.938	15.9841
XM_016916882.1	1794	1625.21	809.508	30.8663
XM_016916883.1	2843	2674.21	532	12.3279
XM_016916884.1	1394	1225.21	90.6153	4.58315
XM_016916885.1	947	778.211	19.5061	1.55327
XM_016916886.1	1403	1234.21	13.7604	0.690899
XM_016916887.1	2694	2525.21	91	2.23314
XM_016916888.1	3306	3137.21	54.7628	1.08172
XM_016916889.1	2387	2218.21	0	0
XM_016916890.1	2133	1964.21	3	0.0946469
XM_016916891.1	2322	2153.21	0	0
XM_016916892.1	2080	1911.21	0	0
XM_016916893.1	9544	9375.21	117.878	0.779157
XM_016916894.1	8422	8253.21	31.6594	0.237713
XM_016916895.1	10628	10459.2	103.99	0.616121
XM_016916896.1	8111	7942.21	69.9844	0.546051
XM_016916897.1	8412	8243.21	134.525	1.0113
XM_016916898.1	8104	7935.21	358.96	2.80324
XM_016916899.1	10574	10405.2	50.1739	0.298814
XM_016916900.1	8291	8122.21	153.316	1.16973
XM_016916901.1	7869	7700.21	195.604	1.57416
XM_016916902.1	8301	8132.21	53.2622	0.405867
XM_016916903.1	2008	1839.21	0	0
XM_016916904.1	1527	1358.21	0	0
XM_016916905.1	4070	3901.21	0	0
XM_016916906.1	3828	3659.21	0	0
XM_016916907.1	2585	2416.21	553.023	14.1834
XM_016916908.1	4224	4055.21	541	8.26717
XM_016916909.1	1273	1104.21	0	0
XM_016916910.1	1421	1252.21	3	0.148463
XM_016916911.1	4606	4437.21	2175	30.3754
XM_016916912.1	5512	5343.21	57.8516	0.670944
XM_016916913.1	1109	940.211	240	15.8183
XM_016916914.1	1658	1489.21	543	22.5952
XM_016916915.1	8915	8746.21	4277	30.3035
XM_016916916.1	12597	12428.2	11265	56.1689
XM_016916917.1	5949	5780.21	638	6.83991
XM_016916918.1	2961	2792.21	39.2511	0.871117
XM_016916919.1	1281	1112.21	959	53.4324
XM_016916920.1	1409	1240.21	0	0
XM_016916921.1	8124	7955.21	5.91861e-08	4.61043e-10
XM_016916922.1	8088	7919.21	2698.6	21.1169
XM_016916923.1	7766	7597.21	95.4013	0.778168
XM_016916924.1	5078	4909.21	196.405	2.47921
XM_016916925.1	2935	2766.21	46.4014	1.03949
XM_016916926.1	3010	2841.21	387.249	8.44618
XM_016916927.1	3018	2849.21	0	0
XM_016916928.1	2421	2252.21	38.2729	1.05306
XM_016916929.1	576	407.476	364	55.3569
XM_016916930.1	1754	1585.21	5.20533e-08	2.03486e-09
XM_016916931.1	4841	4672.21	1219	16.1679
XM_016916932.1	2954	2785.21	0.0328331	0.000730511
XM_016916933.1	1695	1526.21	21.5307	0.874211
XM_016916934.1	1308	1139.21	59.4693	3.23491
XM_016916935.1	4520	4351.21	6183	88.0567
XM_016916936.1	1173	1004.21	128.057	7.90225
XM_016916937.1	3523	3354.21	3785	69.9276
XM_016916938.1	1313	1144.21	25	1.35396
XM_016916939.1	1425	1256.21	95	4.68634
XM_016916940.1	956	787.211	332.766	26.1952
XM_016916941.1	855	686.285	198	17.8786
XM_016916942.1	1122	953.211	0	0
XM_016916943.1	1354	1185.21	0	0
XM_016916944.1	947	778.211	8	0.637039
XM_016916945.1	5153	4984.21	895.649	11.1356
XM_016916946.1	4015	3846.21	11.6262	0.187318
XM_016916947.1	3427	3258.21	21.2085	0.40337
XM_016916948.1	4523	4354.21	424.837	6.04625
XM_016916949.1	2121	1952.21	298.163	9.46456
XM_016916950.1	707	538.285	591.391	68.0826
XM_016916951.1	507	338.766	0	0
XM_016916952.1	448	280.752	1	0.220725
XM_016916953.1	1246	1077.21	0	0
XM_016916954.1	1984	1815.21	10.0151	0.341903
XM_016916955.1	3466	3297.21	2791.35	52.4614
XM_016916956.1	17408	17239.2	0	0
XM_016916957.1	17368	17199.2	11.1784	0.0402759
XM_016916958.1	17311	17142.2	11.305	0.0408676
XM_016916959.1	17262	17093.2	470.853	1.707
XM_016916960.1	12339	12170.2	1.28181e-06	6.52679e-09
XM_016916961.1	12275	12106.2	3.19093e-06	1.63336e-08
XM_016916962.1	12223	12054.2	37.1911	0.191194
XM_016916963.1	12213	12044.2	3596.01	18.5019
XM_016916964.1	12182	12013.2	0	0
XM_016916965.1	12161	11992.2	444.959	2.29929
XM_016916966.1	12130	11961.2	0	0
XM_016916967.1	12120	11951.2	0	0
XM_016916968.1	12083	11914.2	2304.86	11.9882
XM_016916969.1	8914	8745.21	30.8872	0.218868
XM_016916970.1	8808	8639.21	18.1166	0.12995
XM_016916971.1	8759	8590.21	209.201	1.50915
XM_016916972.1	2577	2408.21	317.731	8.17594
XM_016916973.1	1481	1312.21	78.7326	3.71813
XM_016916974.1	1381	1212.21	710.974	36.3453
XM_016916975.1	2322	2153.21	0	0
XM_016916976.1	2155	1986.21	0	0
XM_016916977.1	1940	1771.21	20	0.699734
XM_016916978.1	2687	2518.21	680	16.7336
XM_016916979.1	475	307.224	0	0
XM_016916980.1	4952	4783.21	1791.89	23.2148
XM_016916981.1	1815	1646.21	10.8943	0.410097
XM_016916982.1	1727	1558.21	0	0
XM_016916983.1	1783	1614.21	1	0.0383895
XM_016916984.1	615	446.476	397	55.1017
XM_016916985.1	4531	4362.21	114.328	1.62412
XM_016916986.1	2462	2293.21	7864.73	212.526
XM_016916987.1	2899	2730.21	487.339	11.0613
XM_016916988.1	3064	2895.21	11.6992	0.250409
XM_016916989.1	4568	4399.21	0	0
XM_016916990.1	4036	3867.21	694.613	11.1306
XM_016916991.1	896	727.285	212.912	18.1413
XM_016916992.1	4563	4394.21	404.382	5.70275
XM_016916993.1	664	495.338	118.38	14.8099
XM_016916994.1	766	597.285	38.4461	3.98882
XM_016916995.1	1045	876.211	623.997	44.1314
XM_016916996.1	717	548.285	11.5564	1.30614
XM_016916997.1	6125	5956.21	0	0
XM_016916998.1	5927	5758.21	1.57028e-07	1.6899e-09
XM_016916999.1	6108	5939.21	155.705	1.62461
XM_016917000.1	6050	5881.21	0	0
XM_016917001.1	6039	5870.21	17.1555	0.181102
XM_016917002.1	8297	8128.21	1774.34	13.5274
XM_016917003.1	8098	7929.21	1976.2	15.4445
XM_016917004.1	5878	5709.21	158.309	1.71831
XM_016917005.1	5856	5687.21	27.6796	0.301601
XM_016917006.1	5407	5238.21	9.87823	0.116861
XM_016917007.1	4845	4676.21	8.72197	0.115583
XM_016917008.1	5723	5554.21	264.621	2.95239
XM_016917009.1	1298	1129.21	1110.77	60.9569
XM_016917010.1	5758	5589.21	0	0
XM_016917011.1	3572	3403.21	31.6075	0.575538
XM_016917012.1	3889	3720.21	0	0
XM_016917013.1	6135	5966.21	779.135	8.09259
XM_016917014.1	6071	5902.21	271.534	2.85091
XM_016917015.1	5440	5271.21	0	0
XM_016917016.1	2062	1893.21	0	0
XM_016917017.1	5633	5464.21	17.2761	0.195926
XM_016917018.1	2051	1882.21	8.81807	0.290321
XM_016917019.1	1963	1794.21	0	0
XM_016917020.1	5720	5551.21	0	0
XM_016917021.1	5695	5526.21	0	0
XM_016917022.1	4112	3943.21	1387.36	21.8027
XM_016917023.1	3085	2916.21	363.073	7.71521
XM_016917024.1	2948	2779.21	906.626	20.2153
XM_016917025.1	6073	5904.21	15.5784	0.163506
XM_016917026.1	5161	4992.21	0	0
XM_016917027.1	5315	5146.21	6.80309	0.0819204
XM_016917028.1	1583	1414.21	104.046	4.55916
XM_016917029.1	630	461.385	5.29026	0.710536
XM_016917030.1	1053	884.211	15.2875	1.0714
XM_016917031.1	648	479.338	6.66217	0.861286
XM_016917032.1	4475	4306.21	1114.51	16.0385
XM_016917033.1	3438	3269.21	0	0
XM_016917034.1	1465	1296.21	482.276	23.0565
XM_016917035.1	1124	955.211	251.432	16.3115
XM_016917036.1	5904	5735.21	1.94565e-07	2.10227e-09
XM_016917037.1	13578	13409.2	5822.8	26.9093
XM_016917038.1	4455	4286.21	958	13.8505
XM_016917039.1	5146	4977.21	0	0
XM_016917040.1	3504	3335.21	181.815	3.37815
XM_016917041.1	4369	4200.21	2.12173e-06	3.13034e-08
XM_016917042.1	10905	10736.2	1570	9.06195
XM_016917043.1	2854	2685.21	723.384	16.6941
XM_016917044.1	2589	2420.21	655.301	16.7788
XM_016917045.1	2602	2433.21	0.0060957	0.000155245
XM_016917046.1	2478	2309.21	143.308	3.84574
XM_016917047.1	1048	879.211	0	0
XM_016917048.1	3268	3099.21	32.4837	0.649512
XM_016917049.1	3328	3159.21	12.9105	0.253244
XM_016917050.1	2519	2350.21	0	0
XM_016917051.1	3584	3415.21	0	0
XM_016917052.1	1572	1403.21	191.569	8.4601
XM_016917053.1	1485	1316.21	162.089	7.63136
XM_016917054.1	1380	1211.21	153.701	7.86377
XM_016917055.1	1407	1238.21	80.5848	4.03303
XM_016917056.1	1375	1206.21	171.167	8.79369
XM_016917057.1	1368	1199.21	37.5076	1.93819
XM_016917058.1	1320	1151.21	5.54053	0.298243
XM_016917059.1	1192	1023.21	13.8401	0.838201
XM_016917060.1	1490	1321.21	1117	52.3907
XM_016917061.1	4391	4222.21	446.537	6.55376
XM_016917062.1	8215	8046.21	0	0
XM_016917063.1	8208	8039.21	0	0
XM_016917064.1	8204	8035.21	0	0
XM_016917065.1	8178	8009.21	18.8187	0.145604
XM_016917066.1	8191	8022.21	590.967	4.56502
XM_016917067.1	8707	8538.21	239.476	1.73807
XM_016917068.1	8629	8460.21	60.2647	0.441423
XM_016917069.1	8419	8250.21	0	0
XM_016917070.1	7935	7766.21	72.4144	0.577815
XM_016917071.1	8102	7933.21	27.4867	0.214707
XM_016917072.1	8172	8003.21	24.308	0.188216
